  i   j inwind            r        theta           v_x          v_y           v_z          rho          t_e          t_r
  0 120     -1 2.171758e+13 8.571429e+01 -1.086775e+09 0.000000e+00 -1.292534e+08 0.000000e+00 0.000000e+00 0.000000e+00
  0 121     -1 2.171758e+13 8.642857e+01 -1.128910e+09 0.000000e+00 -1.202240e+08 0.000000e+00 0.000000e+00 0.000000e+00
  0 122     -1 2.171758e+13 8.714286e+01 -1.162346e+09 0.000000e+00 -1.068795e+08 0.000000e+00 0.000000e+00 0.000000e+00
  0 123     -1 2.171758e+13 8.785714e+01 -1.187935e+09 0.000000e+00 -9.233554e+07 0.000000e+00 0.000000e+00 0.000000e+00
  0 124     -1 2.171758e+13 8.857143e+01 -1.206572e+09 0.000000e+00 -6.921429e+07 0.000000e+00 0.000000e+00 0.000000e+00
  0 125     -1 2.171758e+13 8.928571e+01 -1.219492e+09 0.000000e+00 -2.360371e+07 0.000000e+00 0.000000e+00 0.000000e+00
  0 126     -1 2.171758e+13 9.000000e+01 -1.226636e+09 0.000000e+00  4.408527e+07 0.000000e+00 0.000000e+00 0.000000e+00
  0 127     -1 2.171758e+13 9.000000e+01 -1.226636e+09 0.000000e+00  4.408527e+07 0.000000e+00 0.000000e+00 0.000000e+00
  1   0     -1 2.214167e+13 0.000000e+00 -2.128128e+09 0.000000e+00  4.342824e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   1     -1 2.214167e+13 7.142857e-01 -2.073823e+09 0.000000e+00  4.369016e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   2     -1 2.214167e+13 1.428571e+00 -2.019197e+09 0.000000e+00  4.394529e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   3     -1 2.214167e+13 2.142857e+00 -1.964256e+09 0.000000e+00  4.419360e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   4     -1 2.214167e+13 2.857143e+00 -1.585393e+09 0.000000e+00  4.737916e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   5     -1 2.214167e+13 3.571429e+00 -1.056093e+09 0.000000e+00  5.013850e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   6     -1 2.214167e+13 4.285714e+00 -5.786360e+08 0.000000e+00  5.290855e+09 0.000000e+00 0.000000e+00 0.000000e+00
  1   7      0 2.214167e+13 5.000000e+00 -1.256895e+08 0.000000e+00  5.566277e+09 5.904779e-14 7.676715e+04 2.679000e+05
  1   8      0 2.214167e+13 5.714286e+00  3.067793e+08 0.000000e+00  5.840375e+09 5.831388e-14 7.690665e+04 2.684410e+05
  1   9      0 2.214167e+13 6.428571e+00  6.932630e+08 0.000000e+00  6.121503e+09 5.748297e-14 7.699965e+04 2.688016e+05
  1  10      0 2.214167e+13 7.142857e+00  1.004312e+09 0.000000e+00  6.422365e+09 5.650157e-14 7.701847e+04 2.688747e+05
