        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip        xi      ntot      nrad    nioniz 
2.286e+15 2.323e+15  145      0        1  8.02e+09  0.00e+00  0.00e+00  5.23e+45  1.85e-16  9.48e+07  2.80e+04  5.26e+04  1.97e-11  1.47e-07  0.00e+00  0.00e+00  1.00e-20 -2.42e+32  1.02e+31 -1.09e+32  1.43e+05  1.87e+06  9.28e+06  0.00e+00  3.89e+06 
2.361e+15 2.399e+15  146      0        1  7.99e+09  0.00e+00  0.00e+00  5.75e+45  1.74e-16  8.88e+07  2.74e+04  5.24e+04  2.10e-11  1.67e-07  0.00e+00  0.00e+00  1.00e-20 -1.76e+32 -4.97e+30 -1.26e+32  1.38e+05  1.81e+06  9.26e+06  0.00e+00  3.87e+06 
2.437e+15 2.477e+15  147      0        1  7.88e+09  0.00e+00  0.00e+00  6.32e+45  1.64e-16  8.37e+07  2.76e+04  5.23e+04  2.13e-11  1.77e-07  0.00e+00  0.00e+00  1.00e-20 -1.80e+32 -1.45e+31 -1.10e+32  1.35e+05  1.78e+06  9.24e+06  0.00e+00  3.86e+06 
2.516e+15 2.557e+15  148      0        0  7.78e+09  0.00e+00  0.00e+00  6.95e+45  1.57e-16  8.01e+07  2.68e+04  5.23e+04  2.22e-11  1.87e-07  0.00e+00  0.00e+00  1.00e-20 -1.86e+32  1.14e+31 -1.04e+32  1.31e+05  1.72e+06  9.23e+06  0.00e+00  3.85e+06 
2.598e+15 2.640e+15  149      0        0  7.71e+09  0.00e+00  0.00e+00  7.64e+45  1.52e-16  7.74e+07  2.68e+04  5.24e+04  2.27e-11  1.84e-07  0.00e+00  0.00e+00  1.00e-20 -1.38e+32 -8.67e+30 -1.05e+32  1.27e+05  1.67e+06  9.22e+06  0.00e+00  3.85e+06 
2.682e+15 2.726e+15  150      0        0  7.60e+09  0.00e+00  0.00e+00  8.40e+45  1.49e-16  7.60e+07  2.72e+04  5.26e+04  2.33e-11  1.60e-07  0.00e+00  0.00e+00  1.00e-20 -2.24e+32  1.21e+31 -1.39e+32  1.22e+05  1.62e+06  9.22e+06  0.00e+00  3.88e+06 
2.769e+15 2.814e+15  151      0        0  7.35e+09  0.00e+00  0.00e+00  9.22e+45  1.49e-16  7.64e+07  2.70e+04  5.31e+04  2.46e-11  1.39e-07  0.00e+00  0.00e+00  1.00e-20 -3.55e+32 -4.28e+30 -2.27e+32  1.17e+05  1.54e+06  9.19e+06  0.00e+00  3.93e+06 
2.859e+15 2.906e+15  152      0        0  6.94e+09  0.00e+00  0.00e+00  1.01e+46  1.51e-16  7.70e+07  2.70e+04  5.36e+04  2.75e-11  1.18e-07  0.00e+00  0.00e+00  1.00e-20 -5.91e+32 -3.06e+31 -3.40e+32  1.11e+05  1.46e+06  9.13e+06  0.00e+00  3.98e+06 
2.952e+15 3.000e+15  153     -1        0  6.42e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.048e+15 3.063e+15  154     -1        0  6.42e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
