        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
3.707e+13   16      0        0  1.36e+10  0.00e+00  0.00e+00  2.41e+40  5.62e-13  2.88e+11  1.49e+05  1.49e+05 -4.87e+00  9.85e+01  1.18e+05  1.18e+05  8.26e+00  1.72e+41  1.72e+41  1.72e+41  1.15e+07  8.81e+05  1.05e+07  5.60e-01  0.00e+00  0.00e+00 
3.828e+13   17      0        0  1.34e+10  0.00e+00  0.00e+00  2.64e+40  5.55e-13  2.84e+11  1.48e+05  1.48e+05  1.17e+01  7.57e+01  1.17e+05  1.17e+05  8.07e+00  1.76e+41  1.76e+41  1.76e+41  1.16e+07  8.50e+05  1.06e+07  3.69e-01  0.00e+00  0.00e+00 
3.952e+13   18      0        0  1.32e+10  0.00e+00  0.00e+00  2.89e+40  5.47e-13  2.80e+11  1.47e+05  1.47e+05  2.48e+01  6.22e+01  1.17e+05  1.16e+05  7.87e+00  1.79e+41  1.79e+41  1.80e+41  1.17e+07  8.23e+05  1.07e+07  3.65e-01  0.00e+00  0.00e+00 
4.080e+13   19      0        0  1.30e+10  0.00e+00  0.00e+00  3.17e+40  5.39e-13  2.76e+11  1.46e+05  1.46e+05  4.20e+01  8.63e+01  1.16e+05  1.16e+05  7.68e+00  1.84e+41  1.84e+41  1.84e+41  1.19e+07  7.98e+05  1.08e+07  3.65e-01  0.00e+00  0.00e+00 
4.213e+13   20      0        0  1.27e+10  0.00e+00  0.00e+00  3.47e+40  5.30e-13  2.71e+11  1.45e+05  1.45e+05  8.29e+01  1.21e+02  1.15e+05  1.15e+05  7.50e+00  1.88e+41  1.88e+41  1.88e+41  1.20e+07  7.74e+05  1.09e+07  6.78e-01  0.00e+00  0.00e+00 
4.350e+13   21      0        0  1.25e+10  0.00e+00  0.00e+00  3.81e+40  5.21e-13  2.67e+11  1.44e+05  1.44e+05  1.74e+01  8.03e+01  1.15e+05  1.15e+05  7.31e+00  1.92e+41  1.92e+41  1.92e+41  1.22e+07  7.53e+05  1.10e+07  5.52e-01  0.00e+00  0.00e+00 
4.491e+13   22      0        0  1.22e+10  0.00e+00  0.00e+00  4.17e+40  5.12e-13  2.62e+11  1.43e+05  1.43e+05  1.50e+01  4.40e+01  1.14e+05  1.14e+05  7.12e+00  1.97e+41  1.97e+41  1.97e+41  1.23e+07  7.35e+05  1.11e+07  3.65e-01  0.00e+00  0.00e+00 
4.637e+13   23      0        0  1.20e+10  0.00e+00  0.00e+00  4.57e+40  5.01e-13  2.57e+11  1.43e+05  1.43e+05 -5.81e+01  2.03e+02  1.13e+05  1.13e+05  6.95e+00  2.01e+41  2.01e+41  2.01e+41  1.25e+07  7.18e+05  1.12e+07  5.52e-01  0.00e+00  0.00e+00 
4.787e+13   24      0        0  1.17e+10  0.00e+00  0.00e+00  5.01e+40  4.90e-13  2.51e+11  1.42e+05  1.42e+05  6.39e+00  9.77e+01  1.13e+05  1.13e+05  6.77e+00  2.05e+41  2.05e+41  2.05e+41  1.27e+07  7.03e+05  1.13e+07  8.00e-01  0.00e+00  0.00e+00 
4.942e+13   25      0        0  1.14e+10  0.00e+00  0.00e+00  5.49e+40  4.79e-13  2.45e+11  1.41e+05  1.41e+05 -2.19e+01  2.11e+01  1.12e+05  1.12e+05  6.61e+00  2.09e+41  2.09e+41  2.09e+41  1.28e+07  6.90e+05  1.15e+07  5.22e-01  0.00e+00  0.00e+00 
5.103e+13   26      0        0  1.12e+10  0.00e+00  0.00e+00  6.02e+40  4.67e-13  2.39e+11  1.40e+05  1.40e+05 -1.10e+02  9.95e+01  1.12e+05  1.12e+05  6.44e+00  2.13e+41  2.13e+41  2.13e+41  1.30e+07  6.77e+05  1.16e+07  8.00e-01  0.00e+00  0.00e+00 
5.269e+13   27      0        0  1.09e+10  0.00e+00  0.00e+00  6.61e+40  4.56e-13  2.34e+11  1.39e+05  1.39e+05 -1.74e+02  1.01e+02  1.11e+05  1.11e+05  6.29e+00  2.17e+41  2.17e+41  2.17e+41  1.32e+07  6.64e+05  1.17e+07  7.88e-01  0.00e+00  0.00e+00 
5.440e+13   28      0        0  1.07e+10  0.00e+00  0.00e+00  7.24e+40  4.44e-13  2.27e+11  1.39e+05  1.39e+05 -2.22e+02  4.23e+01  1.11e+05  1.11e+05  6.14e+00  2.20e+41  2.20e+41  2.20e+41  1.34e+07  6.53e+05  1.19e+07  8.00e-01  0.00e+00  0.00e+00 
5.616e+13   29      0        0  1.04e+10  0.00e+00  0.00e+00  7.95e+40  4.32e-13  2.21e+11  1.38e+05  1.38e+05 -2.42e+01 -6.53e+01  1.10e+05  1.10e+05  5.99e+00  2.22e+41  2.22e+41  2.23e+41  1.36e+07  6.43e+05  1.20e+07  3.19e-01  0.00e+00  0.00e+00 
5.799e+13   30      0        0  1.02e+10  0.00e+00  0.00e+00  8.72e+40  4.19e-13  2.14e+11  1.37e+05  1.37e+05 -4.90e+01  4.49e+01  1.09e+05  1.09e+05  5.83e+00  2.24e+41  2.24e+41  2.25e+41  1.38e+07  6.33e+05  1.21e+07  5.22e-01  0.00e+00  0.00e+00 
5.987e+13   31      0        0  9.93e+09  0.00e+00  0.00e+00  9.57e+40  4.06e-13  2.08e+11  1.36e+05  1.36e+05 -6.55e+01  8.42e+01  1.09e+05  1.09e+05  5.69e+00  2.27e+41  2.27e+41  2.27e+41  1.40e+07  6.23e+05  1.23e+07  3.65e-01  0.00e+00  0.00e+00 
6.181e+13   32      0        0  9.69e+09  0.00e+00  0.00e+00  1.05e+41  3.94e-13  2.02e+11  1.35e+05  1.35e+05 -4.20e+01  9.11e+01  1.08e+05  1.08e+05  5.56e+00  2.28e+41  2.28e+41  2.28e+41  1.42e+07  6.14e+05  1.24e+07  3.19e-01  0.00e+00  0.00e+00 
6.382e+13   33      0        0  9.46e+09  0.00e+00  0.00e+00  1.15e+41  3.81e-13  1.95e+11  1.34e+05  1.34e+05 -2.17e+01  6.56e+01  1.08e+05  1.08e+05  5.43e+00  2.30e+41  2.30e+41  2.30e+41  1.45e+07  6.05e+05  1.26e+07  3.19e-01  0.00e+00  0.00e+00 
6.589e+13   34      0        0  9.23e+09  0.00e+00  0.00e+00  1.27e+41  3.69e-13  1.89e+11  1.33e+05  1.33e+05 -2.97e+01  6.73e+01  1.07e+05  1.07e+05  5.28e+00  2.31e+41  2.31e+41  2.31e+41  1.47e+07  5.97e+05  1.27e+07  2.23e-01  0.00e+00  0.00e+00 
6.803e+13   35      0        0  9.01e+09  0.00e+00  0.00e+00  1.39e+41  3.56e-13  1.82e+11  1.32e+05  1.32e+05 -6.60e+01  1.34e+02  1.06e+05  1.06e+05  5.16e+00  2.31e+41  2.31e+41  2.31e+41  1.49e+07  5.89e+05  1.28e+07  5.22e-01  0.00e+00  0.00e+00 
7.024e+13   36      0        0  8.80e+09  0.00e+00  0.00e+00  1.53e+41  3.44e-13  1.76e+11  1.30e+05  1.30e+05 -2.16e+01  8.63e+01  1.06e+05  1.06e+05  5.03e+00  2.31e+41  2.31e+41  2.31e+41  1.51e+07  5.81e+05  1.30e+07  3.32e-01  0.00e+00  0.00e+00 
7.252e+13   37      0        0  8.59e+09  0.00e+00  0.00e+00  1.68e+41  3.31e-13  1.70e+11  1.29e+05  1.29e+05 -8.06e+01  1.21e+02  1.05e+05  1.05e+05  4.91e+00  2.30e+41  2.30e+41  2.30e+41  1.53e+07  5.73e+05  1.31e+07  5.60e-01  0.00e+00  0.00e+00 
7.488e+13   38      0        0  8.39e+09  0.00e+00  0.00e+00  1.84e+41  3.19e-13  1.64e+11  1.28e+05  1.28e+05 -2.11e+01  9.96e+01  1.04e+05  1.04e+05  4.79e+00  2.30e+41  2.30e+41  2.30e+41  1.55e+07  5.66e+05  1.32e+07  4.31e-01  0.00e+00  0.00e+00 
7.731e+13   39      0        0  8.18e+09  0.00e+00  0.00e+00  2.02e+41  3.08e-13  1.58e+11  1.27e+05  1.27e+05 -2.87e+01  5.65e+01  1.03e+05  1.03e+05  4.67e+00  2.29e+41  2.29e+41  2.29e+41  1.57e+07  5.58e+05  1.34e+07  3.32e-01  0.00e+00  0.00e+00 
7.982e+13   40      0        0  7.99e+09  0.00e+00  0.00e+00  2.22e+41  2.96e-13  1.52e+11  1.26e+05  1.26e+05 -1.60e+00  2.54e+01  1.03e+05  1.03e+05  4.55e+00  2.27e+41  2.27e+41  2.27e+41  1.60e+07  5.51e+05  1.35e+07  3.32e-01  0.00e+00  0.00e+00 
8.241e+13   41      0        0  7.80e+09  0.00e+00  0.00e+00  2.44e+41  2.85e-13  1.46e+11  1.25e+05  1.25e+05 -2.17e+01  5.93e+01  1.02e+05  1.02e+05  4.43e+00  2.26e+41  2.26e+41  2.26e+41  1.62e+07  5.44e+05  1.36e+07  3.51e-01  0.00e+00  0.00e+00 
8.508e+13   42      0        0  7.61e+09  0.00e+00  0.00e+00  2.68e+41  2.74e-13  1.40e+11  1.23e+05  1.24e+05 -6.04e+01  1.96e+02  1.01e+05  1.01e+05  4.30e+00  2.23e+41  2.23e+41  2.23e+41  1.64e+07  5.37e+05  1.37e+07  5.52e-01  0.00e+00  0.00e+00 
8.785e+13   43      0        0  7.44e+09  0.00e+00  0.00e+00  2.95e+41  2.63e-13  1.35e+11  1.22e+05  1.22e+05  9.09e+00  1.76e+02  1.01e+05  1.01e+05  4.19e+00  2.21e+41  2.21e+41  2.21e+41  1.66e+07  5.29e+05  1.38e+07  5.22e-01  0.00e+00  0.00e+00 
9.070e+13   44      0        0  7.26e+09  0.00e+00  0.00e+00  3.24e+41  2.52e-13  1.29e+11  1.21e+05  1.21e+05 -1.84e+01  9.97e+01  1.00e+05  1.00e+05  4.07e+00  2.18e+41  2.18e+41  2.18e+41  1.68e+07  5.21e+05  1.39e+07  3.32e-01  0.00e+00  0.00e+00 
9.364e+13   45      0        0  7.10e+09  0.00e+00  0.00e+00  3.56e+41  2.42e-13  1.24e+11  1.20e+05  1.20e+05 -8.76e+01  1.10e+02  9.93e+04  9.93e+04  3.95e+00  2.15e+41  2.15e+41  2.15e+41  1.70e+07  5.14e+05  1.40e+07  3.51e-01  0.00e+00  0.00e+00 
9.668e+13   46      0        0  6.94e+09  0.00e+00  0.00e+00  3.91e+41  2.32e-13  1.19e+11  1.18e+05  1.18e+05 -2.16e+01  8.25e+01  9.86e+04  9.86e+04  3.83e+00  2.12e+41  2.12e+41  2.12e+41  1.71e+07  5.06e+05  1.41e+07  3.32e-01  0.00e+00  0.00e+00 
9.982e+13   47      0        0  6.79e+09  0.00e+00  0.00e+00  4.30e+41  2.23e-13  1.14e+11  1.17e+05  1.17e+05  5.82e+01 -2.37e+01  9.78e+04  9.78e+04  3.72e+00  2.09e+41  2.09e+41  2.09e+41  1.73e+07  4.97e+05  1.42e+07  5.74e-01  0.00e+00  0.00e+00 
1.031e+14   48      0        0  6.63e+09  0.00e+00  0.00e+00  4.73e+41  2.14e-13  1.09e+11  1.16e+05  1.16e+05 -3.55e+01  2.33e+01  9.71e+04  9.71e+04  3.61e+00  2.06e+41  2.06e+41  2.06e+41  1.75e+07  4.89e+05  1.43e+07  5.22e-01  0.00e+00  0.00e+00 
1.064e+14   49      0        0  6.49e+09  0.00e+00  0.00e+00  5.20e+41  2.05e-13  1.05e+11  1.15e+05  1.15e+05 -5.95e+01  9.70e+01  9.64e+04  9.64e+04  3.50e+00  2.02e+41  2.02e+41  2.02e+41  1.76e+07  4.80e+05  1.43e+07  5.60e-01  0.00e+00  0.00e+00 
1.099e+14   50      0        0  6.34e+09  0.00e+00  0.00e+00  5.71e+41  1.96e-13  1.01e+11  1.13e+05  1.13e+05  1.72e+01  7.58e+01  9.57e+04  9.57e+04  3.39e+00  1.98e+41  1.98e+41  1.98e+41  1.78e+07  4.72e+05  1.44e+07  3.65e-01  0.00e+00  0.00e+00 
1.134e+14   51      0        0  6.21e+09  0.00e+00  0.00e+00  6.28e+41  1.88e-13  9.63e+10  1.12e+05  1.12e+05  1.93e+01  6.61e+01  9.50e+04  9.50e+04  3.28e+00  1.94e+41  1.94e+41  1.94e+41  1.79e+07  4.63e+05  1.44e+07  4.74e-01  0.00e+00  0.00e+00 
1.171e+14   52      0        0  6.08e+09  0.00e+00  0.00e+00  6.91e+41  1.80e-13  9.23e+10  1.11e+05  1.11e+05 -1.49e+01  3.90e+01  9.43e+04  9.43e+04  3.17e+00  1.90e+41  1.90e+41  1.90e+41  1.81e+07  4.54e+05  1.44e+07  3.86e-01  0.00e+00  0.00e+00 
1.209e+14   53      0        0  5.97e+09  0.00e+00  0.00e+00  7.60e+41  1.73e-13  8.85e+10  1.09e+05  1.09e+05 -1.72e+02  1.15e+02  9.36e+04  9.35e+04  3.07e+00  1.86e+41  1.86e+41  1.86e+41  1.82e+07  4.45e+05  1.45e+07  8.00e-01  0.00e+00  0.00e+00 
1.248e+14   54      0        0  5.85e+09  0.00e+00  0.00e+00  8.36e+41  1.66e-13  8.48e+10  1.08e+05  1.08e+05 -1.36e+02  1.88e+02  9.29e+04  9.28e+04  2.97e+00  1.82e+41  1.82e+41  1.82e+41  1.83e+07  4.34e+05  1.45e+07  4.31e-01  0.00e+00  0.00e+00 
1.289e+14   55      0        0  5.74e+09  0.00e+00  0.00e+00  9.19e+41  1.59e-13  8.13e+10  1.07e+05  1.07e+05 -8.64e+01  7.31e+01  9.22e+04  9.21e+04  2.86e+00  1.78e+41  1.78e+41  1.78e+41  1.84e+07  4.24e+05  1.45e+07  8.00e-01  0.00e+00  0.00e+00 
1.331e+14   56      0        0  5.63e+09  0.00e+00  0.00e+00  1.01e+42  1.52e-13  7.80e+10  1.06e+05  1.06e+05 -8.47e+01 -1.84e+01  9.14e+04  9.14e+04  2.76e+00  1.73e+41  1.73e+41  1.73e+41  1.85e+07  4.14e+05  1.44e+07  6.16e-01  0.00e+00  0.00e+00 
1.374e+14   57      0        0  5.54e+09  0.00e+00  0.00e+00  1.11e+42  1.46e-13  7.47e+10  1.04e+05  1.04e+05 -1.02e+02  9.72e+01  9.07e+04  9.06e+04  2.67e+00  1.69e+41  1.69e+41  1.69e+41  1.86e+07  4.04e+05  1.44e+07  8.00e-01  0.00e+00  0.00e+00 
1.419e+14   58      0        0  5.45e+09  0.00e+00  0.00e+00  1.22e+42  1.40e-13  7.17e+10  1.03e+05  1.03e+05 -7.35e+01  7.05e+01  9.00e+04  9.00e+04  2.57e+00  1.65e+41  1.65e+41  1.65e+41  1.87e+07  3.93e+05  1.44e+07  4.31e-01  0.00e+00  0.00e+00 
1.465e+14   59      0        0  5.37e+09  0.00e+00  0.00e+00  1.35e+42  1.34e-13  6.88e+10  1.02e+05  1.02e+05 -6.56e+01  3.68e+01  8.93e+04  8.93e+04  2.48e+00  1.61e+41  1.61e+41  1.61e+41  1.87e+07  3.83e+05  1.44e+07  4.31e-01  0.00e+00  0.00e+00 
1.512e+14   60      0        0  5.29e+09  0.00e+00  0.00e+00  1.48e+42  1.29e-13  6.60e+10  1.00e+05  1.00e+05 -1.79e+02  1.67e+02  8.86e+04  8.85e+04  2.39e+00  1.57e+41  1.57e+41  1.57e+41  1.88e+07  3.72e+05  1.43e+07  6.16e-01  0.00e+00  0.00e+00 
1.561e+14   61      0        0  5.21e+09  0.00e+00  0.00e+00  1.63e+42  1.24e-13  6.35e+10  9.92e+04  9.92e+04 -3.84e+01  6.52e+01  8.79e+04  8.79e+04  2.30e+00  1.53e+41  1.53e+41  1.53e+41  1.88e+07  3.61e+05  1.42e+07  2.11e-01  0.00e+00  0.00e+00 
1.612e+14   62      0        0  5.14e+09  0.00e+00  0.00e+00  1.79e+42  1.19e-13  6.10e+10  9.80e+04  9.80e+04 -4.07e+01  4.41e+01  8.72e+04  8.72e+04  2.21e+00  1.49e+41  1.49e+41  1.49e+41  1.88e+07  3.49e+05  1.42e+07  2.11e-01  0.00e+00  0.00e+00 
1.664e+14   63      0        0  5.08e+09  0.00e+00  0.00e+00  1.97e+42  1.15e-13  5.87e+10  9.68e+04  9.68e+04 -1.83e+01  3.91e+01  8.65e+04  8.65e+04  2.12e+00  1.46e+41  1.46e+41  1.46e+41  1.88e+07  3.38e+05  1.41e+07  1.56e-01  0.00e+00  0.00e+00 
1.718e+14   64      0        0  5.01e+09  0.00e+00  0.00e+00  2.17e+42  1.10e-13  5.62e+10  9.55e+04  9.55e+04 -9.35e+00  3.47e+01  8.58e+04  8.58e+04  2.03e+00  1.41e+41  1.41e+41  1.41e+41  1.88e+07  3.28e+05  1.40e+07  1.00e-01  0.00e+00  0.00e+00 
1.774e+14   65      0        0  4.95e+09  0.00e+00  0.00e+00  2.39e+42  1.05e-13  5.39e+10  9.43e+04  9.43e+04 -1.19e+01  3.17e+01  8.52e+04  8.51e+04  1.95e+00  1.37e+41  1.37e+41  1.37e+41  1.88e+07  3.18e+05  1.39e+07  1.56e-01  0.00e+00  0.00e+00 
1.832e+14   66      0        0  4.89e+09  0.00e+00  0.00e+00  2.63e+42  1.01e-13  5.15e+10  9.31e+04  9.31e+04 -3.76e+01  7.84e+01  8.45e+04  8.44e+04  1.86e+00  1.32e+41  1.32e+41  1.32e+41  1.88e+07  3.08e+05  1.38e+07  2.23e-01  0.00e+00  0.00e+00 
1.891e+14   67      0        0  4.85e+09  0.00e+00  0.00e+00  2.89e+42  9.61e-14  4.92e+10  9.19e+04  9.19e+04  5.23e-01  2.86e+01  8.38e+04  8.38e+04  1.78e+00  1.28e+41  1.28e+41  1.28e+41  1.87e+07  2.98e+05  1.37e+07  2.58e-01  0.00e+00  0.00e+00 
1.953e+14   68      0        0  4.80e+09  0.00e+00  0.00e+00  3.18e+42  9.17e-14  4.70e+10  9.07e+04  9.07e+04 -1.10e+01 -2.32e+01  8.32e+04  8.31e+04  1.70e+00  1.23e+41  1.23e+41  1.23e+41  1.87e+07  2.89e+05  1.35e+07  4.06e-01  0.00e+00  0.00e+00 
2.016e+14   69      0        0  4.75e+09  0.00e+00  0.00e+00  3.50e+42  8.73e-14  4.47e+10  8.94e+04  8.95e+04 -3.93e+01  1.19e+01  8.25e+04  8.25e+04  1.63e+00  1.18e+41  1.18e+41  1.18e+41  1.86e+07  2.81e+05  1.34e+07  8.00e-01  0.00e+00  0.00e+00 
2.082e+14   70      0        0  4.70e+09  0.00e+00  0.00e+00  3.85e+42  8.30e-14  4.25e+10  8.83e+04  8.83e+04  2.93e+00  4.71e+01  8.18e+04  8.18e+04  1.55e+00  1.13e+41  1.13e+41  1.13e+41  1.85e+07  2.73e+05  1.32e+07  3.65e-01  0.00e+00  0.00e+00 
2.149e+14   71      0        0  4.66e+09  0.00e+00  0.00e+00  4.23e+42  7.87e-14  4.03e+10  8.72e+04  8.72e+04 -5.54e+00  8.22e+00  8.12e+04  8.12e+04  1.48e+00  1.08e+41  1.08e+41  1.08e+41  1.84e+07  2.66e+05  1.31e+07  2.11e-01  0.00e+00  0.00e+00 
2.219e+14   72      0        0  4.62e+09  0.00e+00  0.00e+00  4.66e+42  7.46e-14  3.82e+10  8.61e+04  8.61e+04  5.37e+01  1.15e+01  8.06e+04  8.06e+04  1.41e+00  1.03e+41  1.03e+41  1.03e+41  1.83e+07  2.59e+05  1.29e+07  4.31e-01  0.00e+00  0.00e+00 
2.291e+14   73      0        0  4.58e+09  0.00e+00  0.00e+00  5.13e+42  7.07e-14  3.62e+10  8.49e+04  8.48e+04 -2.87e+01 -8.67e+00  8.00e+04  7.99e+04  1.34e+00  9.83e+40  9.83e+40  9.83e+40  1.82e+07  2.52e+05  1.28e+07  4.06e-01  0.00e+00  0.00e+00 
2.365e+14   74      0        0  4.54e+09  0.00e+00  0.00e+00  5.64e+42  6.70e-14  3.43e+10  8.37e+04  8.37e+04 -2.94e+01  2.06e+01  7.93e+04  7.93e+04  1.28e+00  9.36e+40  9.36e+40  9.36e+40  1.81e+07  2.45e+05  1.26e+07  3.51e-01  0.00e+00  0.00e+00 
2.442e+14   75      0        0  4.53e+09  0.00e+00  0.00e+00  6.21e+42  6.36e-14  3.26e+10  8.26e+04  8.26e+04  4.46e+01 -9.36e+00  7.87e+04  7.87e+04  1.22e+00  8.95e+40  8.95e+40  8.95e+40  1.80e+07  2.38e+05  1.25e+07  5.22e-01  0.00e+00  0.00e+00 
2.521e+14   76      0        0  4.52e+09  0.00e+00  0.00e+00  6.83e+42  6.05e-14  3.10e+10  8.16e+04  8.16e+04 -1.41e+01 -1.33e+01  7.82e+04  7.81e+04  1.16e+00  8.58e+40  8.58e+40  8.58e+40  1.79e+07  2.31e+05  1.23e+07  5.22e-01  0.00e+00  0.00e+00 
2.603e+14   77      0        0  4.48e+09  0.00e+00  0.00e+00  7.52e+42  5.75e-14  2.95e+10  8.07e+04  8.07e+04 -4.83e+01  2.17e+01  7.76e+04  7.76e+04  1.10e+00  8.22e+40  8.22e+40  8.23e+40  1.78e+07  2.24e+05  1.21e+07  2.23e-01  0.00e+00  0.00e+00 
2.688e+14   78      0        0  4.44e+09  0.00e+00  0.00e+00  8.27e+42  5.47e-14  2.80e+10  7.95e+04  7.96e+04 -3.59e+01 -1.54e+01  7.70e+04  7.70e+04  1.04e+00  7.85e+40  7.85e+40  7.86e+40  1.77e+07  2.16e+05  1.20e+07  5.74e-01  0.00e+00  0.00e+00 
2.775e+14   79      0        0  4.42e+09  0.00e+00  0.00e+00  9.11e+42  5.19e-14  2.66e+10  7.85e+04  7.85e+04  1.74e+01 -9.02e+01  7.65e+04  7.65e+04  9.89e-01  7.49e+40  7.49e+40  7.49e+40  1.75e+07  2.10e+05  1.18e+07  3.86e-01  0.00e+00  0.00e+00 
2.865e+14   80      0        0  4.41e+09  0.00e+00  0.00e+00  1.00e+43  4.92e-14  2.52e+10  7.76e+04  7.75e+04 -7.18e+01 -3.01e+01  7.59e+04  7.59e+04  9.37e-01  7.16e+40  7.16e+40  7.16e+40  1.74e+07  2.03e+05  1.16e+07  5.74e-01  0.00e+00  0.00e+00 
