        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r         w  ave_freq         J  J_direct   J_scatt   lum_tot  heat_tot heat_comp heat_line   heat_ff heat_phot heat_auge  cool_tot cool_comp lum_lines   cool_dr    lum_ff    lum_rr   cool_rr cool_adia heat_shoc heat_line heat_phot 
2.223e+13    0     -1        0  5.65e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.296e+13    1      0        0  5.48e+09  0.00e+00  0.00e+00  5.18e+39  2.83e-12  1.45e+12  2.64e+05  1.77e+05  1.22e+01  1.41e+16  2.13e+17  6.55e+16  1.48e+17  2.20e+40  2.41e+42  1.50e+42  7.73e+35  8.10e+40  4.86e+39  0.00e+00  2.41e+42  2.38e+42  7.11e+35  0.00e+00  1.32e+40  9.89e+39  8.82e+39  1.16e+38  0.00e+00  6.81e+35  4.46e+39 
2.370e+13    2      0        0  5.29e+09  0.00e+00  0.00e+00  5.70e+39  2.76e-12  1.42e+12  2.62e+05  1.74e+05  1.25e+01  1.39e+16  2.04e+17  2.19e+16  1.82e+17  2.30e+40  2.46e+42  1.52e+42  7.51e+35  8.49e+40  4.89e+39  0.00e+00  2.46e+42  2.44e+42  5.89e+35  0.00e+00  1.38e+40  1.04e+40  9.24e+39  1.07e+38  0.00e+00  6.46e+35  4.47e+39 
2.447e+13    3      0        0  5.10e+09  0.00e+00  0.00e+00  6.26e+39  2.70e-12  1.38e+12  2.60e+05  1.72e+05  1.25e+01  1.37e+16  1.97e+17  8.80e+15  1.88e+17  2.41e+40  2.52e+42  1.56e+42  8.19e+35  8.78e+40  5.25e+39  0.00e+00  2.52e+42  2.50e+42  7.26e+35  0.00e+00  1.44e+40  1.09e+40  9.69e+39  1.04e+38  0.00e+00  6.99e+35  4.82e+39 
2.527e+13    4      0        0  4.92e+09  0.00e+00  0.00e+00  6.89e+39  2.63e-12  1.35e+12  2.58e+05  1.71e+05  1.24e+01  1.36e+16  1.90e+17  3.75e+15  1.86e+17  2.52e+40  2.59e+42  1.61e+42  9.03e+35  9.08e+40  5.50e+39  0.00e+00  2.59e+42  2.57e+42  8.33e+35  0.00e+00  1.50e+40  1.14e+40  1.02e+40  1.04e+38  0.00e+00  7.69e+35  5.04e+39 
2.609e+13    5      0        0  4.74e+09  0.00e+00  0.00e+00  7.57e+39  2.57e-12  1.32e+12  2.56e+05  1.70e+05  1.23e+01  1.35e+16  1.84e+17  1.65e+15  1.82e+17  2.64e+40  2.67e+42  1.66e+42  6.00e+35  9.45e+40  5.60e+39  0.00e+00  2.67e+42  2.65e+42  8.31e+35  0.00e+00  1.57e+40  1.20e+40  1.07e+40  1.02e+38  0.00e+00  4.53e+35  5.12e+39 
2.693e+13    6      0        0  4.57e+09  0.00e+00  0.00e+00  8.33e+39  2.51e-12  1.29e+12  2.54e+05  1.68e+05  1.22e+01  1.35e+16  1.78e+17  7.41e+14  1.77e+17  2.76e+40  2.76e+42  1.71e+42  9.26e+35  9.88e+40  6.02e+39  0.00e+00  2.75e+42  2.73e+42  8.47e+35  0.00e+00  1.64e+40  1.26e+40  1.12e+40  9.82e+37  0.00e+00  7.64e+35  5.52e+39 
2.781e+13    7      0        0  4.40e+09  0.00e+00  0.00e+00  9.16e+39  2.45e-12  1.26e+12  2.52e+05  1.68e+05  1.21e+01  1.34e+16  1.72e+17  3.35e+14  1.72e+17  2.88e+40  2.84e+42  1.77e+42  1.20e+36  1.02e+41  6.39e+39  0.00e+00  2.84e+42  2.81e+42  9.29e+35  0.00e+00  1.71e+40  1.32e+40  1.17e+40  9.24e+37  0.00e+00  1.02e+36  5.86e+39 
2.871e+13    8      0        0  4.23e+09  0.00e+00  0.00e+00  1.01e+40  2.39e-12  1.23e+12  2.50e+05  1.67e+05  1.20e+01  1.33e+16  1.66e+17  1.53e+14  1.66e+17  3.01e+40  2.93e+42  1.83e+42  9.89e+35  1.06e+41  6.67e+39  0.00e+00  2.93e+42  2.90e+42  1.01e+36  0.00e+00  1.78e+40  1.38e+40  1.23e+40  8.51e+37  0.00e+00  7.91e+35  6.12e+39 
2.964e+13    9      0        0  4.06e+09  0.00e+00  0.00e+00  1.11e+40  2.33e-12  1.19e+12  2.48e+05  1.66e+05  1.18e+01  1.32e+16  1.61e+17  7.01e+13  1.61e+17  3.14e+40  3.01e+42  1.89e+42  1.32e+36  1.10e+41  7.09e+39  0.00e+00  3.01e+42  2.98e+42  1.07e+36  0.00e+00  1.85e+40  1.45e+40  1.29e+40  7.89e+37  0.00e+00  1.10e+36  6.51e+39 
3.061e+13   10      0        0  3.89e+09  0.00e+00  0.00e+00  1.22e+40  2.27e-12  1.16e+12  2.46e+05  1.65e+05  1.17e+01  1.31e+16  1.55e+17  3.20e+13  1.55e+17  3.25e+40  3.08e+42  1.93e+42  1.38e+36  1.13e+41  7.25e+39  0.00e+00  3.08e+42  3.04e+42  1.12e+36  0.00e+00  1.92e+40  1.50e+40  1.34e+40  7.73e+37  0.00e+00  1.15e+36  6.64e+39 
3.160e+13   11      0        0  3.73e+09  0.00e+00  0.00e+00  1.34e+40  2.20e-12  1.13e+12  2.44e+05  1.64e+05  1.15e+01  1.31e+16  1.49e+17  1.45e+13  1.49e+17  3.36e+40  3.13e+42  1.98e+42  1.40e+36  1.16e+41  7.48e+39  0.00e+00  3.13e+42  3.10e+42  1.16e+36  0.00e+00  1.98e+40  1.56e+40  1.39e+40  8.32e+37  0.00e+00  1.13e+36  6.85e+39 
3.262e+13   12      0        0  3.58e+09  0.00e+00  0.00e+00  1.47e+40  2.13e-12  1.09e+12  2.41e+05  1.63e+05  1.14e+01  1.30e+16  1.43e+17  6.69e+12  1.43e+17  3.47e+40  3.18e+42  2.01e+42  1.57e+36  1.18e+41  7.77e+39  0.00e+00  3.18e+42  3.14e+42  1.23e+36  0.00e+00  2.04e+40  1.62e+40  1.44e+40  8.91e+37  0.00e+00  1.28e+36  7.12e+39 
