        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
1.419e+14   58      0        0  2.32e+09  0.00e+00  0.00e+00  1.21e+42  2.15e-13  1.10e+11  1.12e+05  1.12e+05  2.30e+01 -6.36e+01  1.03e+05  1.03e+05  2.05e+00  3.70e+41  3.70e+41  3.70e+41  1.94e+07  3.44e+05  1.65e+07  3.02e-01  0.00e+00  0.00e+00 
1.465e+14   59      0        0  2.32e+09  0.00e+00  0.00e+00  1.33e+42  2.03e-13  1.04e+11  1.10e+05  1.10e+05  1.11e+01  3.13e+01  1.02e+05  1.02e+05  1.96e+00  3.51e+41  3.51e+41  3.51e+41  1.93e+07  3.37e+05  1.63e+07  3.02e-01  0.00e+00  0.00e+00 
1.512e+14   60      0        0  2.32e+09  0.00e+00  0.00e+00  1.46e+42  1.92e-13  9.82e+10  1.08e+05  1.08e+05  2.00e+01 -3.86e+00  1.01e+05  1.01e+05  1.88e+00  3.33e+41  3.33e+41  3.33e+41  1.92e+07  3.31e+05  1.62e+07  3.65e-01  0.00e+00  0.00e+00 
1.561e+14   61      0        0  2.32e+09  0.00e+00  0.00e+00  1.61e+42  1.82e-13  9.31e+10  1.07e+05  1.07e+05 -4.15e+01  1.66e+01  1.00e+05  1.00e+05  1.80e+00  3.18e+41  3.18e+41  3.18e+41  1.91e+07  3.24e+05  1.60e+07  8.00e-01  0.00e+00  0.00e+00 
1.612e+14   62      0        0  2.31e+09  0.00e+00  0.00e+00  1.77e+42  1.72e-13  8.83e+10  1.06e+05  1.06e+05 -4.48e+01  1.24e+01  9.93e+04  9.93e+04  1.72e+00  3.04e+41  3.04e+41  3.04e+41  1.91e+07  3.16e+05  1.59e+07  8.00e-01  0.00e+00  0.00e+00 
1.664e+14   63      0        0  2.30e+09  0.00e+00  0.00e+00  1.95e+42  1.64e-13  8.39e+10  1.04e+05  1.04e+05 -1.16e+01 -1.07e+01  9.85e+04  9.85e+04  1.65e+00  2.91e+41  2.91e+41  2.91e+41  1.90e+07  3.09e+05  1.58e+07  3.65e-01  0.00e+00  0.00e+00 
1.718e+14   64      0        0  2.29e+09  0.00e+00  0.00e+00  2.14e+42  1.56e-13  7.97e+10  1.03e+05  1.03e+05 -9.68e+00 -2.89e+01  9.77e+04  9.77e+04  1.58e+00  2.80e+41  2.80e+41  2.80e+41  1.90e+07  3.03e+05  1.57e+07  4.74e-01  0.00e+00  0.00e+00 
1.774e+14   65      0        0  2.29e+09  0.00e+00  0.00e+00  2.36e+42  1.48e-13  7.57e+10  1.02e+05  1.02e+05 -7.24e+01 -2.80e+01  9.70e+04  9.70e+04  1.51e+00  2.68e+41  2.68e+41  2.69e+41  1.90e+07  2.96e+05  1.56e+07  6.16e-01  0.00e+00  0.00e+00 
1.832e+14   66      0        0  2.28e+09  0.00e+00  0.00e+00  2.60e+42  1.41e-13  7.22e+10  1.01e+05  1.01e+05 -3.39e+01  1.16e+01  9.62e+04  9.62e+04  1.45e+00  2.60e+41  2.60e+41  2.60e+41  1.89e+07  2.89e+05  1.55e+07  6.07e-01  0.00e+00  0.00e+00 
1.891e+14   67      0        0  2.27e+09  0.00e+00  0.00e+00  2.86e+42  1.34e-13  6.88e+10  9.94e+04  9.95e+04  2.12e+00 -2.02e+01  9.55e+04  9.56e+04  1.38e+00  2.51e+41  2.51e+41  2.51e+41  1.89e+07  2.82e+05  1.55e+07  3.19e-01  0.00e+00  0.00e+00 
1.953e+14   68      0        0  2.25e+09  0.00e+00  0.00e+00  3.15e+42  1.28e-13  6.57e+10  9.83e+04  9.83e+04  2.96e+01 -1.64e+00  9.49e+04  9.49e+04  1.33e+00  2.43e+41  2.43e+41  2.43e+41  1.89e+07  2.75e+05  1.54e+07  3.65e-01  0.00e+00  0.00e+00 
2.016e+14   69      0        0  2.24e+09  0.00e+00  0.00e+00  3.46e+42  1.22e-13  6.26e+10  9.72e+04  9.72e+04  3.16e+01 -2.40e+01  9.42e+04  9.43e+04  1.27e+00  2.36e+41  2.36e+41  2.36e+41  1.89e+07  2.69e+05  1.54e+07  5.52e-01  0.00e+00  0.00e+00 
2.082e+14   70      0        0  2.22e+09  0.00e+00  0.00e+00  3.81e+42  1.17e-13  5.99e+10  9.62e+04  9.62e+04  1.33e+01 -1.71e+01  9.36e+04  9.36e+04  1.21e+00  2.29e+41  2.29e+41  2.29e+41  1.89e+07  2.63e+05  1.53e+07  3.32e-01  0.00e+00  0.00e+00 
