        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip        xi      ntot      nrad    nioniz 
2.865e+14 2.912e+14   80      0        0  1.28e+10  0.00e+00  0.00e+00  1.09e+43  2.98e-14  1.52e+10  7.21e+04  8.38e+04  3.67e-11  1.79e-09  0.00e+00  0.00e+00  8.46e-05 -2.49e+33 -6.20e+31 -1.63e+33  1.61e+05  2.62e+06  1.18e+07  0.00e+00  8.13e+06 
2.958e+14 3.006e+14   81      0        0  1.26e+10  0.00e+00  0.00e+00  1.20e+43  2.86e-14  1.47e+10  7.20e+04  8.37e+04  3.17e-11  1.88e-09  0.00e+00  0.00e+00  8.78e-05 -2.43e+33  1.44e+31 -1.56e+33  1.57e+05  2.58e+06  1.18e+07  0.00e+00  8.11e+06 
3.054e+14 3.104e+14   82      0        0  1.25e+10  0.00e+00  0.00e+00  1.32e+43  2.75e-14  1.41e+10  7.19e+04  8.36e+04  2.72e-11  1.94e-09  0.00e+00  0.00e+00  8.74e-05 -2.65e+33 -1.05e+32 -1.70e+33  1.54e+05  2.52e+06  1.18e+07  0.00e+00  8.09e+06 
3.153e+14 3.205e+14   83      0        0  1.23e+10  0.00e+00  0.00e+00  1.45e+43  2.64e-14  1.35e+10  7.17e+04  8.34e+04  3.55e-11  2.02e-09  0.00e+00  0.00e+00  8.79e-05 -2.59e+33  1.08e+32 -1.73e+33  1.50e+05  2.45e+06  1.18e+07  0.00e+00  8.07e+06 
3.256e+14 3.309e+14   84      0        0  1.22e+10  0.00e+00  0.00e+00  1.59e+43  2.54e-14  1.30e+10  7.16e+04  8.32e+04  3.00e-11  2.11e-09  0.00e+00  0.00e+00  8.83e-05 -2.54e+33  6.05e+31 -1.53e+33  1.47e+05  2.40e+06  1.19e+07  0.00e+00  8.05e+06 
3.362e+14 3.416e+14   85      0        0  1.20e+10  0.00e+00  0.00e+00  1.75e+43  2.43e-14  1.25e+10  7.13e+04  8.30e+04  3.21e-11  2.21e-09  0.00e+00  0.00e+00  8.79e-05 -2.57e+33 -3.32e+31 -1.63e+33  1.44e+05  2.34e+06  1.19e+07  0.00e+00  8.02e+06 
3.471e+14 3.527e+14   86      0        0  1.19e+10  0.00e+00  0.00e+00  1.92e+43  2.33e-14  1.20e+10  7.12e+04  8.28e+04  3.10e-11  2.31e-09  0.00e+00  0.00e+00  8.70e-05 -2.73e+33  5.88e+31 -1.76e+33  1.40e+05  2.28e+06  1.19e+07  0.00e+00  7.99e+06 
3.583e+14 3.642e+14   87      0        0  1.17e+10  0.00e+00  0.00e+00  2.10e+43  2.24e-14  1.15e+10  7.10e+04  8.26e+04  4.04e-11  2.40e-09  0.00e+00  0.00e+00  8.91e-05 -2.67e+33  3.90e+31 -1.58e+33  1.37e+05  2.22e+06  1.19e+07  0.00e+00  7.96e+06 
3.700e+14 3.760e+14   88      0        0  1.16e+10  0.00e+00  0.00e+00  2.31e+43  2.14e-14  1.10e+10  7.07e+04  8.23e+04  3.24e-11  2.50e-09  0.00e+00  0.00e+00  9.08e-05 -2.64e+33 -7.31e+31 -1.58e+33  1.34e+05  2.17e+06  1.19e+07  0.00e+00  7.92e+06 
3.820e+14 3.882e+14   89      0        0  1.15e+10  0.00e+00  0.00e+00  2.54e+43  2.05e-14  1.05e+10  7.04e+04  8.20e+04  3.56e-11  2.62e-09  0.00e+00  0.00e+00  9.16e-05 -2.41e+33  6.47e+31 -1.57e+33  1.31e+05  2.11e+06  1.19e+07  0.00e+00  7.89e+06 
3.944e+14 4.008e+14   90      0        0  1.14e+10  0.00e+00  0.00e+00  2.79e+43  1.96e-14  1.01e+10  7.01e+04  8.18e+04  2.33e-11  2.74e-09  0.00e+00  0.00e+00  9.22e-05 -2.49e+33  3.64e+31 -1.63e+33  1.28e+05  2.06e+06  1.20e+07  0.00e+00  7.85e+06 
4.072e+14 4.138e+14   91      0        0  1.13e+10  0.00e+00  0.00e+00  3.07e+43  1.88e-14  9.62e+09  6.98e+04  8.15e+04  3.22e-11  2.87e-09  0.00e+00  0.00e+00  9.31e-05 -2.36e+33 -7.54e+31 -1.43e+33  1.25e+05  2.01e+06  1.20e+07  0.00e+00  7.81e+06 
4.204e+14 4.272e+14   92      0        0  1.12e+10  0.00e+00  0.00e+00  3.37e+43  1.80e-14  9.19e+09  6.95e+04  8.12e+04  2.98e-11  3.01e-09  0.00e+00  0.00e+00  9.61e-05 -2.42e+33 -1.63e+31 -1.46e+33  1.22e+05  1.97e+06  1.20e+07  0.00e+00  7.76e+06 
4.341e+14 4.411e+14   93      0        0  1.11e+10  0.00e+00  0.00e+00  3.70e+43  1.72e-14  8.79e+09  6.92e+04  8.09e+04  2.81e-11  3.15e-09  0.00e+00  0.00e+00  9.88e-05 -2.56e+33  2.09e+31 -1.57e+33  1.19e+05  1.92e+06  1.20e+07  0.00e+00  7.72e+06 
4.482e+14 4.554e+14   94      0        0  1.09e+10  0.00e+00  0.00e+00  4.07e+43  1.64e-14  8.39e+09  6.89e+04  8.06e+04  3.47e-11  3.26e-09  0.00e+00  0.00e+00  9.91e-05 -2.50e+33 -1.57e+31 -1.65e+33  1.16e+05  1.86e+06  1.19e+07  0.00e+00  7.67e+06 
4.627e+14 4.702e+14   95      0        0  1.08e+10  0.00e+00  0.00e+00  4.48e+43  1.56e-14  8.01e+09  6.85e+04  8.03e+04  2.71e-11  3.44e-09  0.00e+00  0.00e+00  1.03e-04 -2.59e+33 -2.46e+31 -1.52e+33  1.13e+05  1.81e+06  1.19e+07  0.00e+00  7.62e+06 
4.777e+14 4.855e+14   96      0        0  1.08e+10  0.00e+00  0.00e+00  4.92e+43  1.49e-14  7.64e+09  6.83e+04  8.01e+04  3.43e-11  3.61e-09  0.00e+00  0.00e+00  1.03e-04 -2.35e+33 -1.03e+31 -1.40e+33  1.10e+05  1.75e+06  1.19e+07  0.00e+00  7.57e+06 
4.932e+14 5.012e+14   97      0        0  1.07e+10  0.00e+00  0.00e+00  5.41e+43  1.42e-14  7.29e+09  6.79e+04  7.97e+04  3.11e-11  3.78e-09  0.00e+00  0.00e+00  1.06e-04 -2.29e+33  5.55e+31 -1.47e+33  1.07e+05  1.71e+06  1.19e+07  0.00e+00  7.52e+06 
5.093e+14 5.175e+14   98      0        0  1.06e+10  0.00e+00  0.00e+00  5.95e+43  1.36e-14  6.96e+09  6.76e+04  7.95e+04  3.55e-11  3.93e-09  0.00e+00  0.00e+00  1.12e-04 -2.43e+33 -4.82e+31 -1.42e+33  1.04e+05  1.66e+06  1.19e+07  0.00e+00  7.46e+06 
5.258e+14 5.343e+14   99      0        0  1.05e+10  0.00e+00  0.00e+00  6.54e+43  1.30e-14  6.64e+09  6.73e+04  7.92e+04  3.34e-11  4.12e-09  0.00e+00  0.00e+00  1.15e-04 -2.34e+33 -2.34e+31 -1.45e+33  1.02e+05  1.63e+06  1.19e+07  0.00e+00  7.41e+06 
5.429e+14 5.517e+14  100      0        0  1.04e+10  0.00e+00  0.00e+00  7.19e+43  1.23e-14  6.32e+09  6.69e+04  7.88e+04  3.83e-11  4.30e-09  0.00e+00  0.00e+00  1.18e-04 -2.45e+33  1.11e+32 -1.49e+33  9.90e+04  1.58e+06  1.18e+07  0.00e+00  7.35e+06 
5.605e+14 5.696e+14  101      0        0  1.04e+10  0.00e+00  0.00e+00  7.91e+43  1.18e-14  6.02e+09  6.65e+04  7.85e+04  3.63e-11  4.55e-09  0.00e+00  0.00e+00  1.24e-04 -2.35e+33 -2.88e+30 -1.48e+33  9.63e+04  1.54e+06  1.18e+07  0.00e+00  7.28e+06 
5.787e+14 5.881e+14  102      0        0  1.03e+10  0.00e+00  0.00e+00  8.70e+43  1.12e-14  5.72e+09  6.62e+04  7.82e+04  3.44e-11  4.78e-09  0.00e+00  0.00e+00  1.27e-04 -2.29e+33  7.24e+31 -1.38e+33  9.37e+04  1.50e+06  1.18e+07  0.00e+00  7.22e+06 
5.975e+14 6.072e+14  103      0        0  1.03e+10  0.00e+00  0.00e+00  9.56e+43  1.06e-14  5.43e+09  6.59e+04  7.79e+04  3.46e-11  4.96e-09  0.00e+00  0.00e+00  1.31e-04 -2.35e+33  1.33e+31 -1.46e+33  9.14e+04  1.46e+06  1.17e+07  0.00e+00  7.15e+06 
6.169e+14 6.269e+14  104      0        0  1.02e+10  0.00e+00  0.00e+00  1.05e+44  1.00e-14  5.14e+09  6.55e+04  7.76e+04  3.44e-11  5.15e-09  0.00e+00  0.00e+00  1.37e-04 -2.22e+33 -5.67e+31 -1.41e+33  8.92e+04  1.41e+06  1.17e+07  0.00e+00  7.09e+06 
6.369e+14 6.472e+14  105      0        0  1.01e+10  0.00e+00  0.00e+00  1.16e+44  9.48e-15  4.86e+09  6.51e+04  7.73e+04  3.77e-11  5.39e-09  0.00e+00  0.00e+00  1.44e-04 -2.00e+33 -3.83e+31 -1.39e+33  8.72e+04  1.38e+06  1.16e+07  0.00e+00  7.02e+06 
6.576e+14 6.683e+14  106      0        0  1.01e+10  0.00e+00  0.00e+00  1.27e+44  8.92e-15  4.57e+09  6.47e+04  7.69e+04  3.90e-11  5.67e-09  0.00e+00  0.00e+00  1.54e-04 -2.15e+33  3.75e+31 -1.35e+33  8.55e+04  1.35e+06  1.16e+07  0.00e+00  6.94e+06 
6.789e+14 6.900e+14  107      0        0  1.01e+10  0.00e+00  0.00e+00  1.40e+44  8.37e-15  4.29e+09  6.44e+04  7.66e+04  3.38e-11  5.87e-09  0.00e+00  0.00e+00  1.58e-04 -2.14e+33 -3.13e+31 -1.29e+33  8.40e+04  1.32e+06  1.15e+07  0.00e+00  6.87e+06 
7.010e+14 7.124e+14  108      0        0  1.00e+10  0.00e+00  0.00e+00  1.54e+44  7.84e-15  4.01e+09  6.39e+04  7.63e+04  3.51e-11  5.99e-09  0.00e+00  0.00e+00  1.62e-04 -2.06e+33  3.97e+31 -1.26e+33  8.26e+04  1.30e+06  1.15e+07  0.00e+00  6.80e+06 
7.237e+14 7.355e+14  109      0        0  9.98e+09  0.00e+00  0.00e+00  1.69e+44  7.31e-15  3.74e+09  6.37e+04  7.60e+04  3.73e-11  6.26e-09  0.00e+00  0.00e+00  1.67e-04 -1.96e+33  4.20e+31 -1.30e+33  8.15e+04  1.29e+06  1.14e+07  0.00e+00  6.73e+06 
7.472e+14 7.594e+14  110      0        0  9.96e+09  0.00e+00  0.00e+00  1.86e+44  6.78e-15  3.47e+09  6.27e+04  7.56e+04  4.02e-11  6.35e-09  0.00e+00  0.00e+00  1.72e-04 -1.97e+33  2.65e+31 -1.21e+33  8.07e+04  1.28e+06  1.13e+07  0.00e+00  6.65e+06 
7.715e+14 7.840e+14  111      0        0  9.98e+09  0.00e+00  0.00e+00  2.05e+44  6.26e-15  3.21e+09  6.28e+04  7.52e+04  3.62e-11  6.66e-09  0.00e+00  0.00e+00  1.78e-04 -1.76e+33  1.87e+31 -1.21e+33  8.01e+04  1.26e+06  1.13e+07  0.00e+00  6.58e+06 
7.965e+14 8.095e+14  112      0        0  9.97e+09  0.00e+00  0.00e+00  2.26e+44  5.79e-15  2.96e+09  6.25e+04  7.50e+04  3.65e-11  6.71e-09  0.00e+00  0.00e+00  1.79e-04 -1.76e+33  4.87e+30 -1.16e+33  7.96e+04  1.26e+06  1.12e+07  0.00e+00  6.51e+06 
8.224e+14 8.358e+14  113      0        0  9.93e+09  0.00e+00  0.00e+00  2.48e+44  5.35e-15  2.74e+09  6.21e+04  7.46e+04  3.32e-11  6.96e-09  0.00e+00  0.00e+00  1.82e-04 -1.66e+33 -8.32e+30 -1.02e+33  7.92e+04  1.24e+06  1.12e+07  0.00e+00  6.44e+06 
8.491e+14 8.629e+14  114      0        0  9.94e+09  0.00e+00  0.00e+00  2.74e+44  4.93e-15  2.52e+09  5.76e+04  7.42e+04  3.70e-11  7.23e-09  0.00e+00  0.00e+00  2.00e-04 -1.67e+33  2.16e+31 -1.07e+33  7.88e+04  1.23e+06  1.11e+07  0.00e+00  6.37e+06 
8.767e+14 8.909e+14  115      0        0  1.00e+10  0.00e+00  0.00e+00  3.01e+44  4.54e-15  2.33e+09  6.04e+04  7.39e+04  3.80e-11  7.12e-09  0.00e+00  0.00e+00  1.99e-04 -1.63e+33  3.00e+31 -9.53e+32  7.84e+04  1.22e+06  1.11e+07  0.00e+00  6.30e+06 
9.051e+14 9.198e+14  116      0        0  1.01e+10  0.00e+00  0.00e+00  3.32e+44  4.18e-15  2.14e+09  5.83e+04  7.36e+04  3.28e-11  7.66e-09  0.00e+00  0.00e+00  2.10e-04 -1.42e+33 -3.42e+31 -9.15e+32  7.81e+04  1.21e+06  1.10e+07  0.00e+00  6.24e+06 
9.345e+14 9.497e+14  117      0        0  1.01e+10  0.00e+00  0.00e+00  3.65e+44  3.85e-15  1.97e+09  6.03e+04  7.33e+04  3.22e-11  7.58e-09  0.00e+00  0.00e+00  2.04e-04 -1.31e+33  6.18e+31 -9.15e+32  7.79e+04  1.20e+06  1.10e+07  0.00e+00  6.18e+06 
9.649e+14 9.805e+14  118      0        0  1.01e+10  0.00e+00  0.00e+00  4.02e+44  3.54e-15  1.81e+09  5.89e+04  7.30e+04  3.34e-11  7.61e-09  0.00e+00  0.00e+00  2.25e-04 -1.32e+33  8.41e+30 -8.74e+32  7.79e+04  1.20e+06  1.09e+07  0.00e+00  6.12e+06 
9.962e+14 1.012e+15  119      0        0  1.02e+10  0.00e+00  0.00e+00  4.43e+44  3.25e-15  1.66e+09  5.82e+04  7.26e+04  3.64e-11  7.63e-09  0.00e+00  0.00e+00  2.37e-04 -1.29e+33  2.10e+31 -8.54e+32  7.79e+04  1.19e+06  1.09e+07  0.00e+00  6.06e+06 
1.029e+15 1.045e+15  120      0        0  1.03e+10  0.00e+00  0.00e+00  4.88e+44  2.98e-15  1.53e+09  5.87e+04  7.24e+04  3.06e-11  7.98e-09  0.00e+00  0.00e+00  2.43e-04 -1.19e+33 -9.29e+31 -7.45e+32  7.81e+04  1.20e+06  1.09e+07  0.00e+00  6.01e+06 
1.062e+15 1.079e+15  121      0        1  1.03e+10  0.00e+00  0.00e+00  5.37e+44  2.74e-15  1.40e+09  5.74e+04  7.23e+04  3.02e-11  8.11e-09  0.00e+00  0.00e+00  2.48e-04 -1.10e+33 -1.71e+31 -7.39e+32  7.84e+04  1.20e+06  1.08e+07  0.00e+00  5.97e+06 
1.096e+15 1.114e+15  122      0        1  1.03e+10  0.00e+00  0.00e+00  5.91e+44  2.52e-15  1.29e+09  5.43e+04  7.21e+04  3.43e-11  8.26e-09  0.00e+00  0.00e+00  2.54e-04 -1.09e+33 -1.16e+31 -6.89e+32  7.88e+04  1.20e+06  1.08e+07  0.00e+00  5.93e+06 
1.132e+15 1.150e+15  123      0        2  1.03e+10  0.00e+00  0.00e+00  6.52e+44  2.31e-15  1.18e+09  4.59e+04  7.19e+04  3.89e-11  9.12e-09  0.00e+00  0.00e+00  2.72e-04 -1.01e+33 -2.13e+31 -6.40e+32  7.94e+04  1.21e+06  1.08e+07  0.00e+00  5.89e+06 
1.169e+15 1.188e+15  124      0        2  1.04e+10  0.00e+00  0.00e+00  7.18e+44  2.11e-15  1.08e+09  4.45e+04  7.18e+04  3.67e-11  9.36e-09  0.00e+00  0.00e+00  2.47e-04 -9.45e+32  3.62e+31 -6.09e+32  8.06e+04  1.23e+06  1.08e+07  0.00e+00  5.86e+06 
1.207e+15 1.226e+15  125      0        2  1.05e+10  0.00e+00  0.00e+00  7.90e+44  1.92e-15  9.84e+08  4.13e+04  7.19e+04  3.59e-11  9.68e-09  0.00e+00  0.00e+00  3.00e-04 -9.43e+32 -1.43e+31 -6.64e+32  8.23e+04  1.26e+06  1.08e+07  0.00e+00  5.83e+06 
1.246e+15 1.266e+15  126      0        1  1.05e+10  0.00e+00  0.00e+00  8.70e+44  1.74e-15  8.93e+08  3.19e+04  7.19e+04  4.39e-11  1.09e-08  0.00e+00  0.00e+00  1.46e-03 -1.08e+33  1.94e+31 -7.05e+32  8.46e+04  1.29e+06  1.08e+07  0.00e+00  5.80e+06 
1.286e+15 1.307e+15  127      0        2  1.06e+10  0.00e+00  0.00e+00  9.60e+44  1.57e-15  8.06e+08  4.31e+04  7.18e+04  3.44e-11  8.50e-09  0.00e+00  0.00e+00  2.56e-02 -1.22e+33  1.63e+31 -7.45e+32  8.73e+04  1.31e+06  1.07e+07  0.00e+00  5.76e+06 
1.328e+15 1.350e+15  128      0        0  1.08e+10  0.00e+00  0.00e+00  1.06e+45  1.41e-15  7.24e+08  3.53e+04  7.16e+04  3.93e-11  9.29e-09  0.00e+00  0.00e+00  1.00e+00 -8.69e+32  4.57e+31 -5.55e+32  9.04e+04  1.35e+06  1.07e+07  0.00e+00  5.73e+06 
1.371e+15 1.393e+15  129      0        0  1.09e+10  0.00e+00  0.00e+00  1.17e+45  1.27e-15  6.49e+08  3.40e+04  7.17e+04  3.57e-11  8.96e-09  0.00e+00  0.00e+00  2.17e-16 -6.83e+32  3.36e+31 -4.12e+32  9.47e+04  1.43e+06  1.07e+07  0.00e+00  5.72e+06 
1.416e+15 1.439e+15  130      0        0  1.10e+10  0.00e+00  0.00e+00  1.29e+45  1.14e-15  5.82e+08  3.46e+04  7.24e+04  3.30e-11  7.80e-09  0.00e+00  0.00e+00  4.08e-16 -1.29e+33 -1.63e+31 -8.31e+32  1.02e+05  1.53e+06  1.08e+07  0.00e+00  5.72e+06 
1.462e+15 1.485e+15  131      0        2  1.11e+10  0.00e+00  0.00e+00  1.42e+45  1.02e-15  5.21e+08  3.75e+04  7.28e+04  2.94e-11  6.35e-09  0.00e+00  0.00e+00  7.81e-15 -2.01e+33 -5.17e+31 -1.26e+33  1.08e+05  1.60e+06  1.07e+07  0.00e+00  5.66e+06 
1.509e+15 1.534e+15  132      0        2  1.13e+10  0.00e+00  0.00e+00  1.56e+45  9.07e-16  4.64e+08  3.72e+04  7.16e+04  2.81e-11  6.37e-09  0.00e+00  0.00e+00  5.70e-15 -1.34e+33 -7.77e+30 -8.37e+32  1.12e+05  1.64e+06  1.07e+07  0.00e+00  5.56e+06 
1.558e+15 1.583e+15  133      0        0  1.14e+10  0.00e+00  0.00e+00  1.73e+45  8.00e-16  4.09e+08  2.99e+04  7.10e+04  3.03e-11  7.25e-09  0.00e+00  0.00e+00  1.17e-18 -1.22e+33 -1.15e+30 -7.87e+32  1.17e+05  1.72e+06  1.07e+07  0.00e+00  5.50e+06 
1.609e+15 1.635e+15  134      0        0  1.16e+10  0.00e+00  0.00e+00  1.91e+45  7.04e-16  3.60e+08  3.00e+04  7.05e+04  2.81e-11  7.09e-09  0.00e+00  0.00e+00  1.00e-20 -1.57e+33 -3.92e+31 -9.26e+32  1.25e+05  1.81e+06  1.07e+07  0.00e+00  5.42e+06 
1.661e+15 1.688e+15  135      0        0  1.18e+10  0.00e+00  0.00e+00  2.11e+45  6.22e-16  3.18e+08  3.01e+04  6.94e+04  2.66e-11  7.61e-09  0.00e+00  0.00e+00  1.00e-20 -1.94e+33  5.25e+31 -1.32e+33  1.30e+05  1.89e+06  1.06e+07  0.00e+00  5.28e+06 
1.715e+15 1.743e+15  136      0        0  1.21e+10  0.00e+00  0.00e+00  2.33e+45  5.49e-16  2.81e+08  2.96e+04  6.76e+04  2.42e-11  9.11e-09  0.00e+00  0.00e+00  1.00e-20 -1.81e+33 -9.70e+30 -1.01e+33  1.33e+05  1.89e+06  1.05e+07  0.00e+00  5.12e+06 
1.771e+15 1.799e+15  137      0        0  1.24e+10  0.00e+00  0.00e+00  2.58e+45  4.84e-16  2.48e+08  2.90e+04  6.59e+04  2.46e-11  1.13e-08  0.00e+00  0.00e+00  1.00e-20 -1.15e+33  2.85e+31 -7.73e+32  1.36e+05  1.94e+06  1.05e+07  0.00e+00  4.99e+06 
1.828e+15 1.858e+15  138      0        0  1.26e+10  0.00e+00  0.00e+00  2.84e+45  4.29e-16  2.19e+08  2.89e+04  6.48e+04  2.34e-11  1.29e-08  0.00e+00  0.00e+00  1.00e-20 -1.27e+33  6.88e+31 -8.35e+32  1.40e+05  1.97e+06  1.05e+07  0.00e+00  4.89e+06 
1.887e+15 1.918e+15  139      0        0  1.29e+10  0.00e+00  0.00e+00  3.15e+45  3.81e-16  1.95e+08  2.87e+04  6.37e+04  2.26e-11  1.55e-08  0.00e+00  0.00e+00  1.00e-20 -1.78e+33  1.42e+31 -1.09e+33  1.44e+05  2.01e+06  1.04e+07  0.00e+00  4.73e+06 
1.949e+15 1.980e+15  140      0        0  1.32e+10  0.00e+00  0.00e+00  3.49e+45  3.39e-16  1.73e+08  2.82e+04  6.21e+04  2.33e-11  2.05e-08  0.00e+00  0.00e+00  1.00e-20 -1.49e+33  1.68e+31 -9.27e+32  1.43e+05  1.98e+06  1.03e+07  0.00e+00  4.55e+06 
2.012e+15 2.045e+15  141      0        0  1.36e+10  0.00e+00  0.00e+00  3.85e+45  3.01e-16  1.54e+08  2.77e+04  6.05e+04  2.20e-11  2.81e-08  0.00e+00  0.00e+00  1.00e-20 -8.28e+32 -6.69e+31 -5.43e+32  1.43e+05  1.95e+06  1.03e+07  0.00e+00  4.41e+06 
2.077e+15 2.111e+15  142      0        0  1.37e+10  0.00e+00  0.00e+00  4.26e+45  2.67e-16  1.36e+08  2.75e+04  5.95e+04  2.12e-11  3.58e-08  0.00e+00  0.00e+00  1.00e-20 -9.45e+32  1.47e+31 -6.02e+32  1.47e+05  1.97e+06  1.03e+07  0.00e+00  4.31e+06 
2.145e+15 2.180e+15  143      0        0  1.40e+10  0.00e+00  0.00e+00  4.72e+45  2.37e-16  1.21e+08  2.74e+04  5.84e+04  2.05e-11  4.84e-08  0.00e+00  0.00e+00  1.00e-20 -1.68e+33  2.84e+31 -1.16e+33  1.51e+05  2.02e+06  1.02e+07  0.00e+00  4.13e+06 
2.214e+15 2.250e+15  144      0        0  1.45e+10  0.00e+00  0.00e+00  5.25e+45  2.09e-16  1.07e+08  2.68e+04  5.67e+04  2.09e-11  8.02e-08  0.00e+00  0.00e+00  1.00e-20 -1.59e+33 -1.19e+31 -1.01e+33  1.49e+05  1.99e+06  1.01e+07  0.00e+00  3.91e+06 
2.286e+15 2.323e+15  145      0        0  1.50e+10  0.00e+00  0.00e+00  5.83e+45  1.83e-16  9.38e+07  2.60e+04  5.50e+04  2.09e-11  1.50e-07  0.00e+00  0.00e+00  1.00e-20 -8.01e+32 -1.19e+31 -4.75e+32  1.46e+05  1.92e+06  1.01e+07  0.00e+00  3.76e+06 
2.361e+15 2.399e+15  146      0        0  1.52e+10  0.00e+00  0.00e+00  6.44e+45  1.60e-16  8.20e+07  2.61e+04  5.39e+04  2.00e-11  2.44e-07  0.00e+00  0.00e+00  1.00e-20 -4.79e+32  1.40e+31 -2.64e+32  1.47e+05  1.94e+06  1.00e+07  0.00e+00  3.67e+06 
2.437e+15 2.477e+15  147      0        0  1.53e+10  0.00e+00  0.00e+00  7.12e+45  1.41e-16  7.20e+07  2.52e+04  5.32e+04  1.95e-11  4.00e-07  0.00e+00  0.00e+00  1.00e-20 -9.61e+32 -1.71e+31 -6.04e+32  1.53e+05  1.99e+06  1.00e+07  0.00e+00  3.58e+06 
2.516e+15 2.557e+15  148      0        0  1.56e+10  0.00e+00  0.00e+00  7.92e+45  1.25e-16  6.38e+07  2.41e+04  5.21e+04  1.97e-11  8.06e-07  0.00e+00  0.00e+00  1.00e-20 -1.43e+33  1.41e+31 -8.63e+32  1.54e+05  2.00e+06  9.98e+06  0.00e+00  3.40e+06 
2.598e+15 2.640e+15  149      0        1  1.62e+10  0.00e+00  0.00e+00  8.83e+45  1.13e-16  5.76e+07  2.45e+04  5.07e+04  1.98e-11  1.95e-06  0.00e+00  0.00e+00  1.00e-20 -1.24e+33 -9.75e+30 -7.76e+32  1.46e+05  1.89e+06  9.90e+06  0.00e+00  3.21e+06 
2.682e+15 2.726e+15  150      0        0  1.67e+10  0.00e+00  0.00e+00  9.76e+45  1.05e-16  5.37e+07  2.39e+04  4.95e+04  2.28e-11  3.34e-06  0.00e+00  0.00e+00  1.00e-20 -7.87e+31  2.51e+30 -8.30e+31  1.31e+05  1.67e+06  9.87e+06  0.00e+00  3.11e+06 
2.769e+15 2.814e+15  151      0        0  1.65e+10  0.00e+00  0.00e+00  1.06e+46  1.03e-16  5.26e+07  2.55e+04  4.96e+04  2.37e-11  2.66e-06  0.00e+00  0.00e+00  1.00e-20 -4.65e+32  3.43e+30 -2.84e+32  1.22e+05  1.57e+06  9.86e+06  0.00e+00  3.10e+06 
2.859e+15 2.906e+15  152      0        0  1.57e+10  0.00e+00  0.00e+00  1.14e+46  1.04e-16  5.32e+07  2.63e+04  5.02e+04  2.69e-11  1.31e-06  0.00e+00  0.00e+00  1.00e-20 -8.74e+32  2.60e+31 -5.72e+32  1.10e+05  1.46e+06  9.79e+06  0.00e+00  3.07e+06 
2.952e+15 3.000e+15  153     -1        0  1.47e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.048e+15 3.063e+15  154     -1        0  1.47e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
