        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip        xi      ntot      nrad    nioniz 
3.061e+13 3.110e+13   10      0        0  1.37e+10  0.00e+00  0.00e+00  1.36e+40  4.79e-14  2.45e+10  1.42e+05  1.33e+05  2.09e-12  8.14e-12  0.00e+00  0.00e+00  6.53e-08 -1.07e+33 -1.06e+31 -6.74e+32  1.01e+07  2.22e+08  1.02e+07  0.00e+00  9.62e+06 
3.160e+13 3.211e+13   11      0        0  1.40e+10  0.00e+00  0.00e+00  1.51e+40  4.86e-14  2.49e+10  1.38e+05  1.31e+05  3.41e-12  6.97e-12  0.00e+00  0.00e+00  8.86e-08 -1.07e+33 -2.92e+31 -6.65e+32  9.08e+06  1.96e+08  1.02e+07  0.00e+00  9.59e+06 
3.262e+13 3.315e+13   12      0        0  1.43e+10  0.00e+00  0.00e+00  1.67e+40  4.95e-14  2.53e+10  1.34e+05  1.28e+05  3.43e-12  1.05e-11  0.00e+00  0.00e+00  1.20e-07 -1.13e+33  9.23e+31 -7.02e+32  8.15e+06  1.74e+08  1.02e+07  0.00e+00  9.57e+06 
3.368e+13 3.423e+13   13      0        0  1.45e+10  0.00e+00  0.00e+00  1.85e+40  5.05e-14  2.59e+10  1.30e+05  1.26e+05  2.88e-12  9.92e-12  0.00e+00  0.00e+00  1.61e-07 -1.14e+33 -5.60e+31 -7.65e+32  7.30e+06  1.53e+08  1.02e+07  0.00e+00  9.54e+06 
3.478e+13 3.534e+13   14      0        0  1.48e+10  0.00e+00  0.00e+00  2.04e+40  5.17e-14  2.65e+10  1.26e+05  1.24e+05  2.62e-12  7.45e-12  0.00e+00  0.00e+00  2.19e-07 -1.24e+33 -1.14e+31 -7.33e+32  6.53e+06  1.36e+08  1.02e+07  0.00e+00  9.51e+06 
3.591e+13 3.649e+13   15      0        0  1.51e+10  0.00e+00  0.00e+00  2.26e+40  5.31e-14  2.72e+10  1.23e+05  1.22e+05  4.13e-12  6.99e-12  0.00e+00  0.00e+00  3.00e-07 -1.23e+33 -5.92e+31 -7.76e+32  5.83e+06  1.19e+08  1.02e+07  0.00e+00  9.48e+06 
3.707e+13 3.767e+13   16      0        0  1.53e+10  0.00e+00  0.00e+00  2.51e+40  5.44e-14  2.79e+10  1.19e+05  1.19e+05  3.62e-12  1.32e-11  0.00e+00  0.00e+00  4.10e-07 -1.36e+33  6.02e+31 -8.28e+32  5.22e+06  1.05e+08  1.02e+07  0.00e+00  9.45e+06 
3.828e+13 3.890e+13   17      0        0  1.56e+10  0.00e+00  0.00e+00  2.78e+40  5.59e-14  2.86e+10  1.16e+05  1.17e+05  5.01e-12  1.39e-11  0.00e+00  0.00e+00  5.58e-07 -1.30e+33 -1.14e+32 -8.05e+32  4.66e+06  9.24e+07  1.02e+07  0.00e+00  9.41e+06 
3.952e+13 4.016e+13   18      0        0  1.59e+10  0.00e+00  0.00e+00  3.08e+40  5.75e-14  2.94e+10  1.13e+05  1.15e+05  6.35e-12  1.68e-11  0.00e+00  0.00e+00  7.56e-07 -1.32e+33  2.10e+31 -8.05e+32  4.17e+06  8.18e+07  1.02e+07  0.00e+00  9.38e+06 
4.080e+13 4.146e+13   19      0        0  1.61e+10  0.00e+00  0.00e+00  3.40e+40  5.92e-14  3.03e+10  1.10e+05  1.13e+05  7.80e-12  1.86e-11  0.00e+00  0.00e+00  1.02e-06 -1.23e+33  5.36e+30 -8.62e+32  3.72e+06  7.18e+07  1.02e+07  0.00e+00  9.35e+06 
4.213e+13 4.281e+13   20      0        0  1.63e+10  0.00e+00  0.00e+00  3.77e+40  6.09e-14  3.12e+10  1.08e+05  1.11e+05  7.32e-12  2.40e-11  0.00e+00  0.00e+00  1.36e-06 -1.53e+33  1.12e+31 -9.91e+32  3.34e+06  6.38e+07  1.02e+07  0.00e+00  9.32e+06 
4.350e+13 4.420e+13   21      0        0  1.65e+10  0.00e+00  0.00e+00  4.17e+40  6.25e-14  3.20e+10  1.05e+05  1.10e+05  4.99e-12  1.68e-11  0.00e+00  0.00e+00  1.82e-06 -1.46e+33 -3.02e+31 -9.60e+32  3.00e+06  5.71e+07  1.02e+07  0.00e+00  9.28e+06 
4.491e+13 4.564e+13   22      0        0  1.68e+10  0.00e+00  0.00e+00  4.61e+40  6.40e-14  3.28e+10  1.02e+05  1.08e+05  9.09e-12  2.15e-11  0.00e+00  0.00e+00  2.45e-06 -1.68e+33  8.48e+30 -1.05e+33  2.70e+06  5.09e+07  1.02e+07  0.00e+00  9.24e+06 
4.637e+13 4.712e+13   23      0        0  1.70e+10  0.00e+00  0.00e+00  5.11e+40  6.56e-14  3.36e+10  1.00e+05  1.06e+05  5.86e-12  3.27e-11  0.00e+00  0.00e+00  3.24e-06 -1.57e+33  3.07e+31 -1.06e+33  2.43e+06  4.52e+07  1.02e+07  0.00e+00  9.21e+06 
4.787e+13 4.865e+13   24      0        0  1.71e+10  0.00e+00  0.00e+00  5.65e+40  6.71e-14  3.43e+10  9.78e+04  1.04e+05  1.28e-11  3.00e-11  0.00e+00  0.00e+00  4.30e-06 -1.66e+33  4.94e+31 -1.04e+33  2.20e+06  4.06e+07  1.02e+07  0.00e+00  9.17e+06 
4.942e+13 5.023e+13   25      0        0  1.73e+10  0.00e+00  0.00e+00  6.25e+40  6.84e-14  3.50e+10  9.57e+04  1.03e+05  1.19e-11  2.28e-11  0.00e+00  0.00e+00  5.55e-06 -1.75e+33 -5.81e+31 -1.01e+33  1.99e+06  3.62e+07  1.02e+07  0.00e+00  9.13e+06 
5.103e+13 5.186e+13   26      0        0  1.75e+10  0.00e+00  0.00e+00  6.90e+40  6.97e-14  3.57e+10  9.37e+04  1.02e+05  1.09e-11  3.65e-11  0.00e+00  0.00e+00  7.35e-06 -1.84e+33 -5.59e+31 -1.13e+33  1.81e+06  3.27e+07  1.02e+07  0.00e+00  9.09e+06 
5.269e+13 5.354e+13   27      0        0  1.76e+10  0.00e+00  0.00e+00  7.63e+40  7.09e-14  3.63e+10  9.19e+04  1.00e+05  6.55e-12  4.30e-11  0.00e+00  0.00e+00  9.56e-06 -1.82e+33  3.12e+31 -1.25e+33  1.65e+06  2.97e+07  1.02e+07  0.00e+00  9.05e+06 
5.440e+13 5.528e+13   28      0        0  1.78e+10  0.00e+00  0.00e+00  8.43e+40  7.20e-14  3.69e+10  9.02e+04  9.89e+04  1.67e-11  4.71e-11  0.00e+00  0.00e+00  1.21e-05 -1.78e+33  3.83e+31 -1.18e+33  1.50e+06  2.68e+07  1.03e+07  0.00e+00  9.01e+06 
5.616e+13 5.708e+13   29      0        0  1.79e+10  0.00e+00  0.00e+00  9.31e+40  7.29e-14  3.73e+10  8.86e+04  9.76e+04  7.21e-12  4.77e-11  0.00e+00  0.00e+00  1.48e-05 -1.79e+33  3.63e+31 -1.10e+33  1.38e+06  2.43e+07  1.03e+07  0.00e+00  8.98e+06 
5.799e+13 5.893e+13   30      0        0  1.80e+10  0.00e+00  0.00e+00  1.03e+41  7.36e-14  3.77e+10  8.69e+04  9.65e+04  1.08e-11  5.89e-11  0.00e+00  0.00e+00  1.88e-05 -1.83e+33 -7.41e+31 -1.28e+33  1.27e+06  2.21e+07  1.03e+07  0.00e+00  8.94e+06 
5.987e+13 6.084e+13   31      0        0  1.81e+10  0.00e+00  0.00e+00  1.14e+41  7.42e-14  3.80e+10  8.54e+04  9.53e+04  1.80e-11  6.10e-11  0.00e+00  0.00e+00  2.36e-05 -1.94e+33  4.67e+31 -1.28e+33  1.17e+06  2.02e+07  1.03e+07  0.00e+00  8.90e+06 
6.181e+13 6.282e+13   32      0        0  1.82e+10  0.00e+00  0.00e+00  1.25e+41  7.46e-14  3.82e+10  8.41e+04  9.42e+04  6.25e-12  6.82e-11  0.00e+00  0.00e+00  2.88e-05 -1.93e+33  4.46e+31 -1.16e+33  1.08e+06  1.85e+07  1.03e+07  0.00e+00  8.85e+06 
6.382e+13 6.486e+13   33      0        0  1.83e+10  0.00e+00  0.00e+00  1.38e+41  7.49e-14  3.84e+10  8.27e+04  9.32e+04  9.63e-12  7.71e-11  0.00e+00  0.00e+00  3.54e-05 -2.02e+33 -2.28e+31 -1.18e+33  9.97e+05  1.71e+07  1.03e+07  0.00e+00  8.81e+06 
6.589e+13 6.696e+13   34      0        0  1.84e+10  0.00e+00  0.00e+00  1.53e+41  7.50e-14  3.84e+10  8.14e+04  9.22e+04  1.21e-11  7.38e-11  0.00e+00  0.00e+00  4.21e-05 -1.99e+33 -1.05e+32 -1.26e+33  9.26e+05  1.57e+07  1.03e+07  0.00e+00  8.77e+06 
6.803e+13 6.914e+13   35      0        0  1.84e+10  0.00e+00  0.00e+00  1.68e+41  7.50e-14  3.84e+10  8.03e+04  9.13e+04  2.01e-11  9.64e-11  0.00e+00  0.00e+00  5.01e-05 -2.19e+33  4.61e+31 -1.35e+33  8.63e+05  1.47e+07  1.03e+07  0.00e+00  8.74e+06 
7.024e+13 7.138e+13   36      0        0  1.85e+10  0.00e+00  0.00e+00  1.86e+41  7.48e-14  3.83e+10  7.92e+04  9.05e+04  1.21e-11  1.15e-10  0.00e+00  0.00e+00  5.99e-05 -2.15e+33  9.58e+30 -1.30e+33  8.05e+05  1.36e+07  1.03e+07  0.00e+00  8.70e+06 
7.252e+13 7.370e+13   37      0        0  1.85e+10  0.00e+00  0.00e+00  2.05e+41  7.45e-14  3.81e+10  7.82e+04  8.97e+04  1.60e-11  1.27e-10  0.00e+00  0.00e+00  6.95e-05 -2.12e+33  8.31e+30 -1.45e+33  7.53e+05  1.26e+07  1.03e+07  0.00e+00  8.66e+06 
7.488e+13 7.609e+13   38      0        0  1.86e+10  0.00e+00  0.00e+00  2.25e+41  7.41e-14  3.80e+10  7.72e+04  8.90e+04  2.18e-11  1.25e-10  0.00e+00  0.00e+00  7.85e-05 -2.14e+33 -2.28e+31 -1.33e+33  7.06e+05  1.18e+07  1.03e+07  0.00e+00  8.62e+06 
7.731e+13 7.856e+13   39      0        0  1.86e+10  0.00e+00  0.00e+00  2.48e+41  7.37e-14  3.77e+10  7.63e+04  8.83e+04  2.24e-11  1.59e-10  0.00e+00  0.00e+00  9.01e-05 -2.13e+33 -2.21e+30 -1.32e+33  6.63e+05  1.10e+07  1.03e+07  0.00e+00  8.58e+06 
7.982e+13 8.111e+13   40      0        0  1.86e+10  0.00e+00  0.00e+00  2.73e+41  7.31e-14  3.75e+10  7.57e+04  8.76e+04  1.96e-11  1.94e-10  0.00e+00  0.00e+00  1.01e-04 -2.10e+33  1.24e+31 -1.34e+33  6.24e+05  1.03e+07  1.03e+07  0.00e+00  8.55e+06 
8.241e+13 8.375e+13   41      0        0  1.86e+10  0.00e+00  0.00e+00  3.01e+41  7.25e-14  3.71e+10  7.49e+04  8.71e+04  2.57e-11  2.45e-10  0.00e+00  0.00e+00  1.17e-04 -2.07e+33 -4.41e+30 -1.34e+33  5.88e+05  9.67e+06  1.03e+07  0.00e+00  8.51e+06 
8.508e+13 8.647e+13   42      0        0  1.86e+10  0.00e+00  0.00e+00  3.31e+41  7.18e-14  3.68e+10  7.44e+04  8.65e+04  2.37e-11  2.83e-10  0.00e+00  0.00e+00  1.28e-04 -2.17e+33  5.34e+31 -1.46e+33  5.56e+05  9.09e+06  1.04e+07  0.00e+00  8.48e+06 
8.785e+13 8.927e+13   43      0        0  1.86e+10  0.00e+00  0.00e+00  3.64e+41  7.11e-14  3.64e+10  7.37e+04  8.61e+04  2.73e-11  3.06e-10  0.00e+00  0.00e+00  1.38e-04 -2.23e+33  5.70e+31 -1.42e+33  5.27e+05  8.60e+06  1.04e+07  0.00e+00  8.45e+06 
9.070e+13 9.217e+13   44      0        0  1.85e+10  0.00e+00  0.00e+00  4.00e+41  7.03e-14  3.60e+10  7.32e+04  8.57e+04  2.81e-11  3.32e-10  0.00e+00  0.00e+00  1.50e-04 -2.11e+33  2.77e+31 -1.24e+33  4.99e+05  8.14e+06  1.04e+07  0.00e+00  8.42e+06 
9.364e+13 9.516e+13   45      0        0  1.85e+10  0.00e+00  0.00e+00  4.39e+41  6.95e-14  3.56e+10  7.27e+04  8.53e+04  2.34e-11  3.45e-10  0.00e+00  0.00e+00  1.65e-04 -2.26e+33  3.75e+31 -1.32e+33  4.75e+05  7.74e+06  1.04e+07  0.00e+00  8.40e+06 
9.668e+13 9.825e+13   46      0        0  1.84e+10  0.00e+00  0.00e+00  4.83e+41  6.86e-14  3.51e+10  7.23e+04  8.50e+04  2.60e-11  3.61e-10  0.00e+00  0.00e+00  1.71e-04 -2.12e+33  9.23e+30 -1.42e+33  4.51e+05  7.32e+06  1.04e+07  0.00e+00  8.37e+06 
9.982e+13 1.014e+14   47      0        0  1.84e+10  0.00e+00  0.00e+00  5.30e+41  6.78e-14  3.47e+10  7.20e+04  8.47e+04  1.89e-11  3.81e-10  0.00e+00  0.00e+00  1.69e-04 -2.35e+33  4.74e+31 -1.47e+33  4.29e+05  6.97e+06  1.04e+07  0.00e+00  8.35e+06 
1.031e+14 1.047e+14   48      0        0  1.83e+10  0.00e+00  0.00e+00  5.82e+41  6.70e-14  3.43e+10  7.16e+04  8.45e+04  3.19e-11  3.96e-10  0.00e+00  0.00e+00  1.69e-04 -2.24e+33  3.00e+31 -1.32e+33  4.10e+05  6.62e+06  1.05e+07  0.00e+00  8.33e+06 
1.064e+14 1.081e+14   49      0        0  1.82e+10  0.00e+00  0.00e+00  6.38e+41  6.62e-14  3.39e+10  7.14e+04  8.44e+04  2.37e-11  4.08e-10  0.00e+00  0.00e+00  1.72e-04 -2.17e+33 -4.22e+31 -1.51e+33  3.91e+05  6.34e+06  1.05e+07  0.00e+00  8.31e+06 
1.099e+14 1.116e+14   50      0        0  1.81e+10  0.00e+00  0.00e+00  7.00e+41  6.55e-14  3.35e+10  7.12e+04  8.42e+04  2.79e-11  4.48e-10  0.00e+00  0.00e+00  1.75e-04 -2.31e+33 -7.90e+31 -1.39e+33  3.74e+05  6.02e+06  1.05e+07  0.00e+00  8.29e+06 
1.134e+14 1.153e+14   51      0        0  1.80e+10  0.00e+00  0.00e+00  7.68e+41  6.48e-14  3.32e+10  7.11e+04  8.41e+04  3.15e-11  4.67e-10  0.00e+00  0.00e+00  1.67e-04 -2.31e+33  3.24e+30 -1.44e+33  3.57e+05  5.74e+06  1.05e+07  0.00e+00  8.28e+06 
1.171e+14 1.190e+14   52      0        0  1.79e+10  0.00e+00  0.00e+00  8.42e+41  6.41e-14  3.28e+10  7.10e+04  8.41e+04  3.28e-11  5.04e-10  0.00e+00  0.00e+00  1.63e-04 -2.32e+33 -2.69e+31 -1.47e+33  3.42e+05  5.51e+06  1.06e+07  0.00e+00  8.27e+06 
1.209e+14 1.229e+14   53      0        0  1.78e+10  0.00e+00  0.00e+00  9.23e+41  6.35e-14  3.25e+10  7.10e+04  8.41e+04  2.66e-11  5.28e-10  0.00e+00  0.00e+00  1.59e-04 -2.41e+33  9.96e+30 -1.65e+33  3.27e+05  5.30e+06  1.06e+07  0.00e+00  8.26e+06 
1.248e+14 1.269e+14   54      0        0  1.76e+10  0.00e+00  0.00e+00  1.01e+42  6.30e-14  3.22e+10  7.11e+04  8.41e+04  2.92e-11  5.59e-10  0.00e+00  0.00e+00  1.61e-04 -2.39e+33 -8.63e+30 -1.56e+33  3.13e+05  5.09e+06  1.06e+07  0.00e+00  8.26e+06 
1.289e+14 1.310e+14   55      0        0  1.75e+10  0.00e+00  0.00e+00  1.11e+42  6.23e-14  3.19e+10  7.12e+04  8.41e+04  3.52e-11  6.12e-10  0.00e+00  0.00e+00  1.53e-04 -2.44e+33  5.41e+31 -1.48e+33  3.00e+05  4.90e+06  1.07e+07  0.00e+00  8.25e+06 
1.331e+14 1.352e+14   56      0        0  1.73e+10  0.00e+00  0.00e+00  1.21e+42  6.16e-14  3.15e+10  7.12e+04  8.41e+04  2.92e-11  6.58e-10  0.00e+00  0.00e+00  1.60e-04 -2.53e+33  6.51e+30 -1.65e+33  2.88e+05  4.68e+06  1.07e+07  0.00e+00  8.25e+06 
1.374e+14 1.396e+14   57      0        0  1.71e+10  0.00e+00  0.00e+00  1.33e+42  6.08e-14  3.11e+10  7.13e+04  8.42e+04  3.53e-11  6.96e-10  0.00e+00  0.00e+00  1.54e-04 -2.52e+33 -4.29e+30 -1.72e+33  2.77e+05  4.53e+06  1.08e+07  0.00e+00  8.25e+06 
1.419e+14 1.442e+14   58      0        0  1.70e+10  0.00e+00  0.00e+00  1.46e+42  5.99e-14  3.07e+10  7.14e+04  8.43e+04  3.19e-11  7.23e-10  0.00e+00  0.00e+00  1.55e-04 -2.50e+33 -5.06e+31 -1.52e+33  2.68e+05  4.39e+06  1.08e+07  0.00e+00  8.25e+06 
1.465e+14 1.488e+14   59      0        0  1.68e+10  0.00e+00  0.00e+00  1.59e+42  5.89e-14  3.02e+10  7.16e+04  8.43e+04  2.91e-11  7.52e-10  0.00e+00  0.00e+00  1.49e-04 -2.55e+33  2.86e+31 -1.55e+33  2.59e+05  4.23e+06  1.08e+07  0.00e+00  8.25e+06 
1.512e+14 1.537e+14   60      0        0  1.66e+10  0.00e+00  0.00e+00  1.75e+42  5.78e-14  2.96e+10  7.17e+04  8.44e+04  2.94e-11  7.88e-10  0.00e+00  0.00e+00  1.35e-04 -2.59e+33 -2.41e+31 -1.59e+33  2.51e+05  4.09e+06  1.09e+07  0.00e+00  8.25e+06 
1.561e+14 1.587e+14   61      0        0  1.64e+10  0.00e+00  0.00e+00  1.91e+42  5.67e-14  2.90e+10  7.18e+04  8.45e+04  2.99e-11  8.37e-10  0.00e+00  0.00e+00  1.32e-04 -2.55e+33 -2.03e+31 -1.73e+33  2.43e+05  3.96e+06  1.09e+07  0.00e+00  8.25e+06 
1.612e+14 1.638e+14   62      0        0  1.62e+10  0.00e+00  0.00e+00  2.09e+42  5.54e-14  2.84e+10  7.20e+04  8.45e+04  3.00e-11  8.72e-10  0.00e+00  0.00e+00  1.30e-04 -2.39e+33  6.02e+30 -1.79e+33  2.36e+05  3.84e+06  1.10e+07  0.00e+00  8.25e+06 
1.664e+14 1.691e+14   63      0        0  1.60e+10  0.00e+00  0.00e+00  2.29e+42  5.41e-14  2.77e+10  7.21e+04  8.47e+04  3.23e-11  8.98e-10  0.00e+00  0.00e+00  1.24e-04 -2.82e+33 -7.40e+30 -1.68e+33  2.30e+05  3.77e+06  1.10e+07  0.00e+00  8.26e+06 
1.718e+14 1.746e+14   64      0        0  1.58e+10  0.00e+00  0.00e+00  2.51e+42  5.27e-14  2.70e+10  7.24e+04  8.47e+04  4.08e-11  9.53e-10  0.00e+00  0.00e+00  1.15e-04 -2.64e+33  6.74e+30 -1.74e+33  2.25e+05  3.67e+06  1.11e+07  0.00e+00  8.26e+06 
1.774e+14 1.803e+14   65      0        0  1.56e+10  0.00e+00  0.00e+00  2.75e+42  5.13e-14  2.63e+10  7.25e+04  8.48e+04  3.33e-11  9.82e-10  0.00e+00  0.00e+00  1.13e-04 -2.73e+33  1.12e+32 -1.69e+33  2.19e+05  3.58e+06  1.11e+07  0.00e+00  8.26e+06 
1.832e+14 1.862e+14   66      0        0  1.54e+10  0.00e+00  0.00e+00  3.01e+42  4.99e-14  2.55e+10  7.26e+04  8.49e+04  3.73e-11  1.04e-09  0.00e+00  0.00e+00  1.05e-04 -2.64e+33 -8.67e+31 -1.61e+33  2.14e+05  3.48e+06  1.12e+07  0.00e+00  8.26e+06 
1.891e+14 1.922e+14   67      0        0  1.52e+10  0.00e+00  0.00e+00  3.30e+42  4.84e-14  2.48e+10  7.27e+04  8.49e+04  3.34e-11  1.08e-09  0.00e+00  0.00e+00  1.03e-04 -2.70e+33  1.03e+32 -1.67e+33  2.09e+05  3.44e+06  1.12e+07  0.00e+00  8.26e+06 
1.953e+14 1.984e+14   68      0        0  1.50e+10  0.00e+00  0.00e+00  3.61e+42  4.69e-14  2.40e+10  7.27e+04  8.49e+04  3.49e-11  1.13e-09  0.00e+00  0.00e+00  1.06e-04 -2.63e+33  4.61e+30 -1.63e+33  2.05e+05  3.35e+06  1.13e+07  0.00e+00  8.26e+06 
2.016e+14 2.049e+14   69      0        0  1.48e+10  0.00e+00  0.00e+00  3.96e+42  4.54e-14  2.33e+10  7.28e+04  8.50e+04  3.12e-11  1.17e-09  0.00e+00  0.00e+00  1.03e-04 -2.80e+33  2.57e+30 -1.79e+33  2.00e+05  3.30e+06  1.13e+07  0.00e+00  8.26e+06 
2.082e+14 2.115e+14   70      0        0  1.46e+10  0.00e+00  0.00e+00  4.34e+42  4.40e-14  2.25e+10  7.29e+04  8.49e+04  3.11e-11  1.20e-09  0.00e+00  0.00e+00  9.69e-05 -2.68e+33  6.83e+31 -1.82e+33  1.96e+05  3.21e+06  1.14e+07  0.00e+00  8.25e+06 
2.149e+14 2.184e+14   71      0        0  1.44e+10  0.00e+00  0.00e+00  4.76e+42  4.25e-14  2.18e+10  7.29e+04  8.49e+04  2.94e-11  1.28e-09  0.00e+00  0.00e+00  9.08e-05 -2.67e+33 -1.54e+32 -1.64e+33  1.92e+05  3.15e+06  1.14e+07  0.00e+00  8.24e+06 
2.219e+14 2.255e+14   72      0        0  1.42e+10  0.00e+00  0.00e+00  5.22e+42  4.10e-14  2.10e+10  7.28e+04  8.49e+04  3.64e-11  1.31e-09  0.00e+00  0.00e+00  8.97e-05 -2.73e+33  7.40e+31 -1.76e+33  1.88e+05  3.08e+06  1.14e+07  0.00e+00  8.24e+06 
2.291e+14 2.328e+14   73      0        0  1.40e+10  0.00e+00  0.00e+00  5.72e+42  3.95e-14  2.02e+10  7.28e+04  8.48e+04  2.82e-11  1.36e-09  0.00e+00  0.00e+00  8.97e-05 -2.73e+33  4.25e+31 -1.69e+33  1.84e+05  3.03e+06  1.15e+07  0.00e+00  8.23e+06 
2.365e+14 2.404e+14   74      0        0  1.38e+10  0.00e+00  0.00e+00  6.27e+42  3.80e-14  1.95e+10  7.28e+04  8.47e+04  3.31e-11  1.40e-09  0.00e+00  0.00e+00  8.81e-05 -2.58e+33 -1.52e+31 -1.59e+33  1.80e+05  2.97e+06  1.15e+07  0.00e+00  8.22e+06 
2.442e+14 2.482e+14   75      0        0  1.36e+10  0.00e+00  0.00e+00  6.88e+42  3.66e-14  1.87e+10  7.28e+04  8.46e+04  2.51e-11  1.48e-09  0.00e+00  0.00e+00  8.77e-05 -2.87e+33  2.15e+30 -1.76e+33  1.77e+05  2.91e+06  1.16e+07  0.00e+00  8.21e+06 
2.521e+14 2.562e+14   76      0        0  1.34e+10  0.00e+00  0.00e+00  7.55e+42  3.51e-14  1.80e+10  7.27e+04  8.45e+04  3.25e-11  1.55e-09  0.00e+00  0.00e+00  8.43e-05 -2.56e+33  8.43e+31 -1.69e+33  1.74e+05  2.85e+06  1.16e+07  0.00e+00  8.19e+06 
2.603e+14 2.646e+14   77      0        0  1.33e+10  0.00e+00  0.00e+00  8.28e+42  3.37e-14  1.73e+10  7.25e+04  8.44e+04  2.23e-11  1.60e-09  0.00e+00  0.00e+00  8.37e-05 -2.68e+33 -2.45e+31 -1.83e+33  1.70e+05  2.78e+06  1.16e+07  0.00e+00  8.18e+06 
2.688e+14 2.731e+14   78      0        0  1.31e+10  0.00e+00  0.00e+00  9.09e+42  3.23e-14  1.66e+10  7.25e+04  8.42e+04  3.38e-11  1.66e-09  0.00e+00  0.00e+00  8.61e-05 -2.54e+33 -1.01e+32 -1.68e+33  1.67e+05  2.72e+06  1.17e+07  0.00e+00  8.16e+06 
2.775e+14 2.820e+14   79      0        0  1.30e+10  0.00e+00  0.00e+00  9.97e+42  3.10e-14  1.59e+10  7.23e+04  8.40e+04  3.25e-11  1.74e-09  0.00e+00  0.00e+00  8.48e-05 -2.65e+33  2.81e+31 -1.68e+33  1.64e+05  2.68e+06  1.17e+07  0.00e+00  8.15e+06 
