        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip        xi      ntot      nrad    nioniz 
5.987e+13 6.084e+13   31      0        0  1.75e+08  0.00e+00  0.00e+00  9.04e+40  1.00e-11  5.14e+12  2.31e+05  2.19e+05  1.97e-09  3.02e-09  0.00e+00  0.00e+00  2.00e-07 -4.36e+34 -2.53e+33 -3.04e+34  9.63e+04  3.33e+06  3.12e+07  0.00e+00  3.08e+07 
6.181e+13 6.282e+13   32      0        0  1.84e+08  0.00e+00  0.00e+00  9.95e+40  9.71e-12  4.97e+12  2.26e+05  2.17e+05  1.83e-09  2.77e-09  0.00e+00  0.00e+00  2.31e-07 -4.92e+34  1.55e+33 -3.55e+34  9.11e+04  3.10e+06  3.04e+07  0.00e+00  3.00e+07 
6.382e+13 6.486e+13   33      0        0  1.93e+08  0.00e+00  0.00e+00  1.10e+41  9.34e-12  4.78e+12  2.22e+05  2.14e+05  2.08e-09  3.09e-09  0.00e+00  0.00e+00  2.66e-07 -3.71e+34 -1.73e+33 -2.36e+34  8.68e+04  3.08e+06  2.97e+07  0.00e+00  2.93e+07 
6.589e+13 6.696e+13   34      0        0  2.02e+08  0.00e+00  0.00e+00  1.21e+41  8.94e-12  4.58e+12  2.18e+05  2.11e+05  2.22e-09  3.29e-09  0.00e+00  0.00e+00  3.04e-07 -4.18e+34  4.59e+32 -2.87e+34  8.34e+04  2.95e+06  2.91e+07  0.00e+00  2.87e+07 
6.803e+13 6.914e+13   35      0        0  2.09e+08  0.00e+00  0.00e+00  1.33e+41  8.52e-12  4.36e+12  2.15e+05  2.09e+05  2.03e-09  2.97e-09  0.00e+00  0.00e+00  3.48e-07 -3.89e+34  2.94e+32 -2.57e+34  8.05e+04  2.68e+06  2.86e+07  0.00e+00  2.82e+07 
7.024e+13 7.138e+13   36      0        0  2.15e+08  0.00e+00  0.00e+00  1.46e+41  8.09e-12  4.14e+12  2.11e+05  2.06e+05  2.29e-09  3.17e-09  0.00e+00  0.00e+00  3.96e-07 -3.62e+34  1.83e+33 -2.54e+34  7.82e+04  2.59e+06  2.81e+07  0.00e+00  2.76e+07 
7.252e+13 7.370e+13   37      0        0  2.23e+08  0.00e+00  0.00e+00  1.61e+41  7.62e-12  3.90e+12  2.07e+05  2.03e+05  1.82e-09  3.12e-09  0.00e+00  0.00e+00  4.48e-07 -3.19e+34  5.34e+32 -1.93e+34  7.68e+04  2.58e+06  2.77e+07  0.00e+00  2.72e+07 
7.488e+13 7.609e+13   38      0        0  2.31e+08  0.00e+00  0.00e+00  1.77e+41  7.15e-12  3.66e+12  2.04e+05  2.01e+05  2.23e-09  3.04e-09  0.00e+00  0.00e+00  4.95e-07 -3.26e+34  5.61e+31 -1.68e+34  7.60e+04  2.56e+06  2.73e+07  0.00e+00  2.69e+07 
7.731e+13 7.856e+13   39      0        0  2.37e+08  0.00e+00  0.00e+00  1.95e+41  6.70e-12  3.43e+12  2.01e+05  1.99e+05  2.10e-09  2.89e-09  0.00e+00  0.00e+00  5.40e-07 -2.52e+34  6.99e+32 -1.54e+34  7.57e+04  2.50e+06  2.71e+07  0.00e+00  2.67e+07 
7.982e+13 8.111e+13   40      0        0  2.39e+08  0.00e+00  0.00e+00  2.14e+41  6.27e-12  3.21e+12  1.99e+05  1.98e+05  1.92e-09  2.58e-09  0.00e+00  0.00e+00  5.83e-07 -2.37e+34 -4.01e+32 -1.81e+34  7.57e+04  2.51e+06  2.70e+07  0.00e+00  2.66e+07 
8.241e+13 8.375e+13   41      0        0  2.42e+08  0.00e+00  0.00e+00  2.36e+41  5.83e-12  2.99e+12  1.96e+05  1.96e+05  1.97e-09  2.95e-09  0.00e+00  0.00e+00  6.20e-07 -1.97e+34  4.63e+32 -1.11e+34  7.64e+04  2.52e+06  2.70e+07  0.00e+00  2.65e+07 
8.508e+13 8.647e+13   42      0        0  2.45e+08  0.00e+00  0.00e+00  2.60e+41  5.42e-12  2.77e+12  1.95e+05  1.95e+05  1.60e-09  2.35e-09  0.00e+00  0.00e+00  6.52e-07 -1.79e+34 -5.68e+32 -9.77e+33  7.77e+04  2.58e+06  2.71e+07  0.00e+00  2.66e+07 
8.785e+13 8.927e+13   43      0        0  2.46e+08  0.00e+00  0.00e+00  2.86e+41  5.04e-12  2.58e+12  1.93e+05  1.94e+05  1.31e-09  2.11e-09  0.00e+00  0.00e+00  6.76e-07 -1.88e+34 -6.96e+32 -1.24e+34  7.92e+04  2.57e+06  2.73e+07  0.00e+00  2.68e+07 
9.070e+13 9.217e+13   44      0        0  2.43e+08  0.00e+00  0.00e+00  3.14e+41  4.72e-12  2.42e+12  1.92e+05  1.93e+05  1.39e-09  1.90e-09  0.00e+00  0.00e+00  6.93e-07 -2.22e+34 -5.07e+32 -1.20e+34  8.03e+04  2.62e+06  2.76e+07  0.00e+00  2.71e+07 
9.364e+13 9.516e+13   45      0        0  2.41e+08  0.00e+00  0.00e+00  3.46e+41  4.39e-12  2.25e+12  1.91e+05  1.93e+05  1.44e-09  2.02e-09  0.00e+00  0.00e+00  6.98e-07 -1.87e+34  3.24e+33 -1.32e+34  8.22e+04  2.76e+06  2.79e+07  0.00e+00  2.74e+07 
9.668e+13 9.825e+13   46      0        0  2.40e+08  0.00e+00  0.00e+00  3.81e+41  4.07e-12  2.09e+12  1.90e+05  1.93e+05  1.12e-09  1.80e-09  0.00e+00  0.00e+00  6.85e-07 -2.23e+34 -4.97e+32 -1.08e+34  8.44e+04  2.85e+06  2.84e+07  0.00e+00  2.78e+07 
9.982e+13 1.014e+14   47      0        0  2.39e+08  0.00e+00  0.00e+00  4.19e+41  3.80e-12  1.95e+12  1.90e+05  1.93e+05  1.26e-09  1.70e-09  0.00e+00  0.00e+00  6.68e-07 -1.92e+34  7.86e+31 -1.37e+34  8.68e+04  2.78e+06  2.89e+07  0.00e+00  2.84e+07 
1.031e+14 1.047e+14   48      0        0  2.30e+08  0.00e+00  0.00e+00  4.61e+41  3.57e-12  1.83e+12  1.90e+05  1.93e+05  1.14e-09  1.58e-09  0.00e+00  0.00e+00  6.57e-07 -1.45e+34  4.31e+32 -1.24e+34  8.89e+04  2.82e+06  2.95e+07  0.00e+00  2.90e+07 
1.064e+14 1.081e+14   49      0        0  2.21e+08  0.00e+00  0.00e+00  5.08e+41  3.34e-12  1.71e+12  1.89e+05  1.94e+05  1.11e-09  1.09e-09  0.00e+00  0.00e+00  6.34e-07 -1.73e+34 -2.05e+29 -8.01e+33  9.14e+04  2.89e+06  3.02e+07  0.00e+00  2.96e+07 
1.099e+14 1.116e+14   50      0        0  2.12e+08  0.00e+00  0.00e+00  5.59e+41  3.13e-12  1.60e+12  1.90e+05  1.94e+05  9.39e-10  1.48e-09  0.00e+00  0.00e+00  6.06e-07 -1.75e+34 -1.20e+33 -1.00e+34  9.39e+04  2.98e+06  3.09e+07  0.00e+00  3.03e+07 
1.134e+14 1.153e+14   51      0        0  2.03e+08  0.00e+00  0.00e+00  6.15e+41  2.94e-12  1.50e+12  1.90e+05  1.95e+05  9.07e-10  1.25e-09  0.00e+00  0.00e+00  5.80e-07 -2.08e+34  2.22e+33 -1.05e+34  9.63e+04  3.17e+06  3.16e+07  0.00e+00  3.10e+07 
1.171e+14 1.190e+14   52      0        0  1.90e+08  0.00e+00  0.00e+00  6.77e+41  2.77e-12  1.42e+12  1.90e+05  1.95e+05  8.61e-10  1.19e-09  0.00e+00  0.00e+00  5.57e-07 -1.74e+34 -7.48e+32 -1.03e+34  9.84e+04  3.22e+06  3.22e+07  0.00e+00  3.16e+07 
1.209e+14 1.229e+14   53      0        0  1.76e+08  0.00e+00  0.00e+00  7.45e+41  2.61e-12  1.34e+12  1.90e+05  1.96e+05  7.27e-10  8.33e-10  0.00e+00  0.00e+00  5.34e-07 -1.87e+34  1.12e+33 -1.25e+34  9.98e+04  3.33e+06  3.28e+07  0.00e+00  3.22e+07 
1.248e+14 1.269e+14   54      0        0  1.62e+08  0.00e+00  0.00e+00  8.20e+41  2.47e-12  1.27e+12  1.90e+05  1.96e+05  7.23e-10  6.87e-10  0.00e+00  0.00e+00  5.21e-07 -9.89e+33  7.13e+31 -7.76e+33  1.01e+05  3.39e+06  3.35e+07  0.00e+00  3.28e+07 
1.289e+14 1.310e+14   55      0        0  1.50e+08  0.00e+00  0.00e+00  9.02e+41  2.34e-12  1.20e+12  1.90e+05  1.97e+05  6.23e-10  9.41e-10  0.00e+00  0.00e+00  5.07e-07 -2.15e+34  1.13e+33 -1.75e+34  1.02e+05  3.34e+06  3.40e+07  0.00e+00  3.34e+07 
1.331e+14 1.352e+14   56      0        0  1.37e+08  0.00e+00  0.00e+00  9.93e+41  2.23e-12  1.14e+12  1.90e+05  1.97e+05  7.67e-10  1.03e-09  0.00e+00  0.00e+00  5.00e-07 -2.19e+34  1.19e+33 -1.10e+34  1.03e+05  3.39e+06  3.45e+07  0.00e+00  3.38e+07 
1.374e+14 1.396e+14   57      0        0  1.22e+08  0.00e+00  0.00e+00  1.09e+42  2.11e-12  1.08e+12  1.90e+05  1.98e+05  6.16e-10  7.51e-10  0.00e+00  0.00e+00  4.97e-07 -2.80e+34 -5.60e+31 -1.34e+34  1.03e+05  3.33e+06  3.49e+07  0.00e+00  3.43e+07 
1.419e+14 1.442e+14   58      0        0  1.11e+08  0.00e+00  0.00e+00  1.20e+42  2.00e-12  1.03e+12  1.89e+05  1.98e+05  6.48e-10  9.45e-10  0.00e+00  0.00e+00  4.96e-07 -1.50e+34 -3.00e+33 -1.52e+34  1.04e+05  3.36e+06  3.53e+07  0.00e+00  3.46e+07 
1.465e+14 1.488e+14   59      0        0  1.00e+08  0.00e+00  0.00e+00  1.32e+42  1.91e-12  9.79e+11  1.89e+05  1.98e+05  6.45e-10  7.64e-10  0.00e+00  0.00e+00  4.99e-07 -2.12e+34 -7.04e+32 -2.12e+34  1.03e+05  3.48e+06  3.57e+07  0.00e+00  3.49e+07 
1.512e+14 1.537e+14   60      0        0  9.10e+07  0.00e+00  0.00e+00  1.46e+42  1.82e-12  9.34e+11  1.89e+05  1.98e+05  6.30e-10  9.48e-10  0.00e+00  0.00e+00  5.04e-07 -3.29e+34 -6.44e+32 -2.02e+34  1.03e+05  3.46e+06  3.59e+07  0.00e+00  3.52e+07 
1.561e+14 1.587e+14   61      0        0  8.02e+07  0.00e+00  0.00e+00  1.60e+42  1.75e-12  8.95e+11  1.88e+05  1.98e+05  5.69e-10  8.92e-10  0.00e+00  0.00e+00  5.14e-07 -3.05e+34 -8.44e+32 -1.82e+34  1.01e+05  3.46e+06  3.61e+07  0.00e+00  3.54e+07 
1.612e+14 1.638e+14   62      0        0  7.25e+07  0.00e+00  0.00e+00  1.77e+42  1.67e-12  8.57e+11  1.88e+05  1.98e+05  5.70e-10  8.80e-10  0.00e+00  0.00e+00  5.27e-07 -3.43e+34 -1.41e+33 -2.39e+34  1.00e+05  3.40e+06  3.63e+07  0.00e+00  3.55e+07 
1.664e+14 1.691e+14   63      0        0  6.47e+07  0.00e+00  0.00e+00  1.94e+42  1.60e-12  8.21e+11  1.87e+05  1.97e+05  5.89e-10  8.30e-10  0.00e+00  0.00e+00  5.39e-07 -3.44e+34 -1.00e+33 -1.86e+34  9.87e+04  3.26e+06  3.64e+07  0.00e+00  3.57e+07 
1.718e+14 1.746e+14   64      0        0  5.85e+07  0.00e+00  0.00e+00  2.14e+42  1.54e-12  7.87e+11  1.86e+05  1.97e+05  6.31e-10  9.12e-10  0.00e+00  0.00e+00  5.57e-07 -4.04e+34 -2.74e+33 -2.62e+34  9.71e+04  3.17e+06  3.65e+07  0.00e+00  3.57e+07 
1.774e+14 1.803e+14   65      0        0  5.09e+07  0.00e+00  0.00e+00  2.35e+42  1.48e-12  7.60e+11  1.85e+05  1.97e+05  5.66e-10  7.36e-10  0.00e+00  0.00e+00  5.79e-07 -3.33e+34  2.99e+33 -2.41e+34  9.45e+04  2.99e+06  3.65e+07  0.00e+00  3.57e+07 
1.832e+14 1.862e+14   66      0        0  4.50e+07  0.00e+00  0.00e+00  2.59e+42  1.43e-12  7.31e+11  1.85e+05  1.97e+05  5.49e-10  8.75e-10  0.00e+00  0.00e+00  5.97e-07 -3.97e+34 -1.78e+33 -2.56e+34  9.23e+04  2.90e+06  3.65e+07  0.00e+00  3.57e+07 
1.891e+14 1.922e+14   67      0        0  3.95e+07  0.00e+00  0.00e+00  2.85e+42  1.38e-12  7.06e+11  1.84e+05  1.96e+05  6.35e-10  9.03e-10  0.00e+00  0.00e+00  6.23e-07 -3.82e+34  8.46e+32 -2.32e+34  8.98e+04  2.87e+06  3.64e+07  0.00e+00  3.56e+07 
1.953e+14 1.984e+14   68      0        0  3.53e+07  0.00e+00  0.00e+00  3.14e+42  1.33e-12  6.82e+11  1.83e+05  1.96e+05  4.43e-10  8.47e-10  0.00e+00  0.00e+00  6.63e-07 -3.51e+34  8.55e+32 -2.47e+34  8.72e+04  2.79e+06  3.63e+07  0.00e+00  3.55e+07 
2.016e+14 2.049e+14   69      0        0  2.98e+07  0.00e+00  0.00e+00  3.45e+42  1.29e-12  6.62e+11  1.82e+05  1.95e+05  4.57e-10  8.47e-10  0.00e+00  0.00e+00  7.06e-07 -3.55e+34 -1.99e+33 -2.86e+34  8.41e+04  2.60e+06  3.61e+07  0.00e+00  3.53e+07 
2.082e+14 2.115e+14   70      0        0  2.52e+07  0.00e+00  0.00e+00  3.80e+42  1.26e-12  6.43e+11  1.80e+05  1.94e+05  4.91e-10  8.85e-10  0.00e+00  0.00e+00  7.64e-07 -3.89e+34 -2.67e+32 -2.32e+34  8.07e+04  2.49e+06  3.58e+07  0.00e+00  3.50e+07 
2.149e+14 2.184e+14   71      0        0  2.13e+07  0.00e+00  0.00e+00  4.18e+42  1.22e-12  6.24e+11  1.79e+05  1.94e+05  4.64e-10  8.36e-10  0.00e+00  0.00e+00  8.22e-07 -4.78e+34 -2.52e+33 -2.62e+34  7.74e+04  2.63e+06  3.55e+07  0.00e+00  3.47e+07 
2.219e+14 2.255e+14   72      0        0  1.91e+07  0.00e+00  0.00e+00  4.60e+42  1.18e-12  6.05e+11  1.78e+05  1.93e+05  5.06e-10  8.87e-10  0.00e+00  0.00e+00  8.83e-07 -4.70e+34  7.54e+32 -2.73e+34  7.44e+04  2.51e+06  3.52e+07  0.00e+00  3.43e+07 
2.291e+14 2.328e+14   73      0        0  1.58e+07  0.00e+00  0.00e+00  5.07e+42  1.15e-12  5.87e+11  1.76e+05  1.92e+05  4.82e-10  9.12e-10  0.00e+00  0.00e+00  9.50e-07 -4.08e+34 -4.62e+33 -2.24e+34  7.13e+04  2.19e+06  3.47e+07  0.00e+00  3.38e+07 
2.365e+14 2.404e+14   74      0        0  1.23e+07  0.00e+00  0.00e+00  5.58e+42  1.11e-12  5.69e+11  1.75e+05  1.91e+05  3.73e-10  9.05e-10  0.00e+00  0.00e+00  1.03e-06 -3.45e+34  5.90e+32 -2.69e+34  6.81e+04  2.09e+06  3.42e+07  0.00e+00  3.33e+07 
2.442e+14 2.482e+14   75      0        0  9.93e+06  0.00e+00  0.00e+00  6.14e+42  1.08e-12  5.52e+11  1.73e+05  1.90e+05  4.40e-10  9.59e-10  0.00e+00  0.00e+00  1.13e-06 -3.86e+34 -1.21e+31 -2.46e+34  6.49e+04  1.96e+06  3.36e+07  0.00e+00  3.27e+07 
2.521e+14 2.562e+14   76      0        0  8.41e+06  0.00e+00  0.00e+00  6.76e+42  1.05e-12  5.37e+11  1.71e+05  1.89e+05  3.97e-10  9.56e-10  0.00e+00  0.00e+00  1.25e-06 -4.19e+34 -2.42e+32 -2.82e+34  6.15e+04  1.85e+06  3.30e+07  0.00e+00  3.21e+07 
2.603e+14 2.646e+14   77      0        0  7.32e+06  0.00e+00  0.00e+00  7.43e+42  1.02e-12  5.23e+11  1.69e+05  1.88e+05  4.48e-10  1.02e-09  0.00e+00  0.00e+00  1.40e-06 -4.38e+34  7.28e+32 -2.89e+34  5.80e+04  1.79e+06  3.23e+07  0.00e+00  3.13e+07 
2.688e+14 2.731e+14   78      0        0  5.44e+06  0.00e+00  0.00e+00  8.18e+42  9.91e-13  5.07e+11  1.67e+05  1.86e+05  4.93e-10  1.06e-09  0.00e+00  0.00e+00  1.56e-06 -3.87e+34  1.75e+33 -2.53e+34  5.48e+04  1.68e+06  3.15e+07  0.00e+00  3.05e+07 
2.775e+14 2.820e+14   79      0        0  4.86e+06  0.00e+00  0.00e+00  9.01e+42  9.61e-13  4.92e+11  1.64e+05  1.85e+05  4.50e-10  1.14e-09  0.00e+00  0.00e+00  1.75e-06 -4.19e+34  2.25e+33 -2.70e+34  5.16e+04  1.60e+06  3.07e+07  0.00e+00  2.97e+07 
