        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
3.061e+13   10      0        0  2.75e+08  0.00e+00  0.00e+00  1.21e+40  1.30e-11  6.66e+12  2.90e+05  2.91e+05 -1.04e+02  1.74e+02  2.28e+05  2.28e+05  6.57e+00  4.30e+43  4.30e+43  4.30e+43  2.85e+07  2.58e+05  2.81e+07  3.51e-01  0.00e+00  0.00e+00 
3.160e+13   11      0        0  2.62e+08  0.00e+00  0.00e+00  1.33e+40  1.28e-11  6.55e+12  2.88e+05  2.88e+05 -2.25e+02  3.43e+02  2.29e+05  2.30e+05  6.21e+00  4.52e+43  4.52e+43  4.52e+43  2.93e+07  2.54e+05  2.90e+07  5.22e-01  0.00e+00  0.00e+00 
3.262e+13   12      0        0  2.51e+08  0.00e+00  0.00e+00  1.46e+40  1.26e-11  6.47e+12  2.86e+05  2.86e+05 -1.13e+02  5.64e+01  2.31e+05  2.31e+05  5.88e+00  4.75e+43  4.75e+43  4.75e+43  3.02e+07  2.48e+05  2.98e+07  3.65e-01  0.00e+00  0.00e+00 
3.368e+13   13      0        0  2.40e+08  0.00e+00  0.00e+00  1.61e+40  1.25e-11  6.41e+12  2.84e+05  2.84e+05 -2.83e+02  2.82e+02  2.32e+05  2.32e+05  5.58e+00  5.00e+43  5.00e+43  5.00e+43  3.11e+07  2.42e+05  3.07e+07  8.00e-01  0.00e+00  0.00e+00 
3.478e+13   14      0        0  2.30e+08  0.00e+00  0.00e+00  1.77e+40  1.24e-11  6.36e+12  2.82e+05  2.82e+05 -4.13e+02  3.45e+02  2.34e+05  2.34e+05  5.29e+00  5.27e+43  5.27e+43  5.27e+43  3.19e+07  2.34e+05  3.15e+07  8.00e-01  0.00e+00  0.00e+00 
3.591e+13   15      0        0  2.20e+08  0.00e+00  0.00e+00  1.95e+40  1.24e-11  6.33e+12  2.81e+05  2.81e+05 -1.48e+02  3.30e+02  2.35e+05  2.35e+05  5.02e+00  5.54e+43  5.54e+43  5.55e+43  3.27e+07  2.27e+05  3.23e+07  2.23e-01  0.00e+00  0.00e+00 
3.707e+13   16      0        0  2.11e+08  0.00e+00  0.00e+00  2.15e+40  1.23e-11  6.30e+12  2.79e+05  2.79e+05 -1.03e+02  2.43e+02  2.36e+05  2.36e+05  4.77e+00  5.83e+43  5.83e+43  5.83e+43  3.34e+07  2.18e+05  3.30e+07  2.23e-01  0.00e+00  0.00e+00 
3.828e+13   17      0        0  2.03e+08  0.00e+00  0.00e+00  2.36e+40  1.23e-11  6.28e+12  2.77e+05  2.77e+05 -1.55e+02  2.73e+02  2.36e+05  2.36e+05  4.54e+00  6.11e+43  6.11e+43  6.11e+43  3.40e+07  2.10e+05  3.36e+07  3.51e-01  0.00e+00  0.00e+00 
3.952e+13   18      0        0  1.95e+08  0.00e+00  0.00e+00  2.60e+40  1.22e-11  6.26e+12  2.74e+05  2.75e+05 -1.86e+02  3.98e+02  2.37e+05  2.37e+05  4.32e+00  6.39e+43  6.39e+43  6.39e+43  3.47e+07  2.01e+05  3.42e+07  5.02e-01  0.00e+00  0.00e+00 
4.080e+13   19      0        0  1.88e+08  0.00e+00  0.00e+00  2.86e+40  1.22e-11  6.24e+12  2.72e+05  2.72e+05 -1.71e+02  3.64e+02  2.37e+05  2.37e+05  4.11e+00  6.66e+43  6.66e+43  6.66e+43  3.52e+07  1.92e+05  3.47e+07  5.02e-01  0.00e+00  0.00e+00 
4.213e+13   20      0        0  1.82e+08  0.00e+00  0.00e+00  3.15e+40  1.21e-11  6.20e+12  2.70e+05  2.70e+05 -1.12e+02  1.70e+02  2.37e+05  2.37e+05  3.91e+00  6.90e+43  6.90e+43  6.90e+43  3.56e+07  1.84e+05  3.51e+07  2.11e-01  0.00e+00  0.00e+00 
4.350e+13   21      0        0  1.75e+08  0.00e+00  0.00e+00  3.47e+40  1.21e-11  6.17e+12  2.68e+05  2.68e+05 -1.38e+02  3.89e+02  2.37e+05  2.37e+05  3.72e+00  7.11e+43  7.11e+43  7.12e+43  3.58e+07  1.75e+05  3.54e+07  5.22e-01  0.00e+00  0.00e+00 
4.491e+13   22      0        0  1.69e+08  0.00e+00  0.00e+00  3.82e+40  1.20e-11  6.13e+12  2.65e+05  2.65e+05 -2.58e+00  1.34e+02  2.37e+05  2.37e+05  3.52e+00  7.27e+43  7.27e+43  7.27e+43  3.59e+07  1.66e+05  3.55e+07  1.48e-01  0.00e+00  0.00e+00 
4.637e+13   23      0        0  1.63e+08  0.00e+00  0.00e+00  4.20e+40  1.18e-11  6.07e+12  2.62e+05  2.62e+05 -3.34e+01  2.70e+01  2.36e+05  2.36e+05  3.33e+00  7.36e+43  7.36e+43  7.36e+43  3.59e+07  1.57e+05  3.55e+07  5.02e-01  0.00e+00  0.00e+00 
4.787e+13   24      0        0  1.58e+08  0.00e+00  0.00e+00  4.62e+40  1.17e-11  5.97e+12  2.59e+05  2.59e+05 -1.12e+02  1.32e+02  2.35e+05  2.35e+05  3.15e+00  7.34e+43  7.34e+43  7.34e+43  3.57e+07  1.48e+05  3.53e+07  5.60e-01  0.00e+00  0.00e+00 
4.942e+13   25      0        0  1.55e+08  0.00e+00  0.00e+00  5.09e+40  1.15e-11  5.89e+12  2.55e+05  2.55e+05 -6.59e+01  3.12e+02  2.34e+05  2.34e+05  2.99e+00  7.28e+43  7.28e+43  7.28e+43  3.53e+07  1.40e+05  3.49e+07  4.74e-01  0.00e+00  0.00e+00 
5.103e+13   26      0        0  1.53e+08  0.00e+00  0.00e+00  5.60e+40  1.13e-11  5.78e+12  2.51e+05  2.52e+05 -4.60e+01  3.40e+02  2.32e+05  2.32e+05  2.84e+00  7.14e+43  7.14e+43  7.15e+43  3.48e+07  1.31e+05  3.44e+07  4.74e-01  0.00e+00  0.00e+00 
5.269e+13   27      0        0  1.54e+08  0.00e+00  0.00e+00  6.16e+40  1.11e-11  5.67e+12  2.47e+05  2.47e+05 -4.72e+01  1.21e+02  2.29e+05  2.30e+05  2.70e+00  6.98e+43  6.98e+43  6.99e+43  3.42e+07  1.24e+05  3.38e+07  3.32e-01  0.00e+00  0.00e+00 
5.440e+13   28      0        0  1.57e+08  0.00e+00  0.00e+00  6.78e+40  1.08e-11  5.55e+12  2.43e+05  2.43e+05 -2.03e+01  2.07e+02  2.27e+05  2.27e+05  2.56e+00  6.78e+43  6.78e+43  6.78e+43  3.35e+07  1.16e+05  3.31e+07  2.03e-01  0.00e+00  0.00e+00 
5.616e+13   29      0        0  1.61e+08  0.00e+00  0.00e+00  7.47e+40  1.06e-11  5.43e+12  2.39e+05  2.39e+05 -2.13e+02 -4.96e+01  2.25e+05  2.25e+05  2.44e+00  6.57e+43  6.57e+43  6.57e+43  3.28e+07  1.09e+05  3.24e+07  4.31e-01  0.00e+00  0.00e+00 
5.799e+13   30      0        0  1.67e+08  0.00e+00  0.00e+00  8.22e+40  1.03e-11  5.30e+12  2.35e+05  2.35e+05 -4.24e+01  2.57e+02  2.22e+05  2.22e+05  2.32e+00  6.32e+43  6.32e+43  6.32e+43  3.20e+07  1.02e+05  3.16e+07  3.19e-01  0.00e+00  0.00e+00 
5.987e+13   31      0        0  1.75e+08  0.00e+00  0.00e+00  9.04e+40  1.00e-11  5.14e+12  2.31e+05  2.31e+05  3.24e+01  1.29e+02  2.19e+05  2.19e+05  2.21e+00  6.04e+43  6.04e+43  6.04e+43  3.12e+07  9.63e+04  3.08e+07  3.19e-01  0.00e+00  0.00e+00 
6.181e+13   32      0        0  1.84e+08  0.00e+00  0.00e+00  9.95e+40  9.71e-12  4.97e+12  2.26e+05  2.26e+05 -3.45e+01  2.90e+01  2.17e+05  2.16e+05  2.10e+00  5.76e+43  5.76e+43  5.76e+43  3.04e+07  9.11e+04  3.00e+07  3.65e-01  0.00e+00  0.00e+00 
6.382e+13   33      0        0  1.93e+08  0.00e+00  0.00e+00  1.10e+41  9.34e-12  4.78e+12  2.22e+05  2.22e+05  4.73e+01  9.95e+00  2.14e+05  2.14e+05  2.01e+00  5.46e+43  5.46e+43  5.46e+43  2.97e+07  8.68e+04  2.93e+07  3.65e-01  0.00e+00  0.00e+00 
6.589e+13   34      0        0  2.02e+08  0.00e+00  0.00e+00  1.21e+41  8.94e-12  4.58e+12  2.18e+05  2.18e+05  1.08e+02  6.58e+01  2.11e+05  2.11e+05  1.92e+00  5.18e+43  5.18e+43  5.18e+43  2.91e+07  8.34e+04  2.87e+07  3.65e-01  0.00e+00  0.00e+00 
6.803e+13   35      0        0  2.09e+08  0.00e+00  0.00e+00  1.33e+41  8.52e-12  4.36e+12  2.15e+05  2.15e+05  1.46e+02  1.22e+02  2.09e+05  2.09e+05  1.84e+00  4.89e+43  4.89e+43  4.89e+43  2.86e+07  8.05e+04  2.82e+07  7.45e-01  0.00e+00  0.00e+00 
7.024e+13   36      0        0  2.15e+08  0.00e+00  0.00e+00  1.46e+41  8.09e-12  4.14e+12  2.11e+05  2.11e+05  6.99e+01  1.32e+02  2.06e+05  2.06e+05  1.77e+00  4.62e+43  4.62e+43  4.61e+43  2.81e+07  7.82e+04  2.76e+07  2.84e-01  0.00e+00  0.00e+00 
7.252e+13   37      0        0  2.23e+08  0.00e+00  0.00e+00  1.61e+41  7.62e-12  3.90e+12  2.07e+05  2.07e+05 -2.36e+02  1.03e+02  2.03e+05  2.03e+05  1.71e+00  4.34e+43  4.34e+43  4.34e+43  2.77e+07  7.68e+04  2.72e+07  8.00e-01  0.00e+00  0.00e+00 
7.488e+13   38      0        0  2.31e+08  0.00e+00  0.00e+00  1.77e+41  7.15e-12  3.66e+12  2.04e+05  2.04e+05  1.49e+01  1.29e+02  2.01e+05  2.01e+05  1.64e+00  4.08e+43  4.08e+43  4.08e+43  2.73e+07  7.60e+04  2.69e+07  8.00e-01  0.00e+00  0.00e+00 
7.731e+13   39      0        0  2.37e+08  0.00e+00  0.00e+00  1.95e+41  6.70e-12  3.43e+12  2.01e+05  2.01e+05 -9.15e+01  1.17e+02  1.99e+05  2.00e+05  1.58e+00  3.84e+43  3.84e+43  3.85e+43  2.71e+07  7.57e+04  2.67e+07  4.74e-01  0.00e+00  0.00e+00 
7.982e+13   40      0        0  2.39e+08  0.00e+00  0.00e+00  2.14e+41  6.27e-12  3.21e+12  1.99e+05  1.99e+05  2.73e+01 -2.38e+02  1.98e+05  1.98e+05  1.52e+00  3.65e+43  3.65e+43  3.65e+43  2.70e+07  7.57e+04  2.66e+07  3.92e-01  0.00e+00  0.00e+00 
8.241e+13   41      0        0  2.42e+08  0.00e+00  0.00e+00  2.36e+41  5.83e-12  2.99e+12  1.96e+05  1.96e+05  1.05e+02 -4.99e+02  1.96e+05  1.96e+05  1.46e+00  3.44e+43  3.44e+43  3.44e+43  2.70e+07  7.64e+04  2.65e+07  5.02e-01  0.00e+00  0.00e+00 
8.508e+13   42      0        0  2.45e+08  0.00e+00  0.00e+00  2.60e+41  5.42e-12  2.77e+12  1.95e+05  1.95e+05  1.10e+02 -3.69e+02  1.95e+05  1.95e+05  1.41e+00  3.28e+43  3.28e+43  3.28e+43  2.71e+07  7.77e+04  2.66e+07  3.86e-01  0.00e+00  0.00e+00 
8.785e+13   43      0        0  2.46e+08  0.00e+00  0.00e+00  2.86e+41  5.04e-12  2.58e+12  1.93e+05  1.93e+05  3.41e+01 -1.86e+02  1.94e+05  1.94e+05  1.36e+00  3.15e+43  3.15e+43  3.15e+43  2.73e+07  7.92e+04  2.68e+07  2.03e-01  0.00e+00  0.00e+00 
9.070e+13   44      0        0  2.43e+08  0.00e+00  0.00e+00  3.14e+41  4.72e-12  2.42e+12  1.92e+05  1.92e+05  3.00e+01  6.35e+01  1.93e+05  1.93e+05  1.30e+00  3.05e+43  3.05e+43  3.05e+43  2.76e+07  8.03e+04  2.71e+07  3.19e-01  0.00e+00  0.00e+00 
9.364e+13   45      0        0  2.41e+08  0.00e+00  0.00e+00  3.46e+41  4.39e-12  2.25e+12  1.91e+05  1.91e+05 -2.28e+01 -1.98e+02  1.93e+05  1.93e+05  1.25e+00  2.94e+43  2.94e+43  2.94e+43  2.79e+07  8.22e+04  2.74e+07  8.00e-01  0.00e+00  0.00e+00 
9.668e+13   46      0        0  2.40e+08  0.00e+00  0.00e+00  3.81e+41  4.07e-12  2.09e+12  1.90e+05  1.90e+05  2.19e+02 -2.88e+02  1.93e+05  1.93e+05  1.20e+00  2.86e+43  2.86e+43  2.86e+43  2.84e+07  8.44e+04  2.78e+07  4.31e-01  0.00e+00  0.00e+00 
9.982e+13   47      0        0  2.39e+08  0.00e+00  0.00e+00  4.19e+41  3.80e-12  1.95e+12  1.90e+05  1.90e+05  5.31e+01 -2.34e+01  1.93e+05  1.93e+05  1.14e+00  2.80e+43  2.80e+43  2.80e+43  2.89e+07  8.68e+04  2.84e+07  2.46e-01  0.00e+00  0.00e+00 
1.031e+14   48      0        0  2.30e+08  0.00e+00  0.00e+00  4.61e+41  3.57e-12  1.83e+12  1.90e+05  1.90e+05  3.01e+01 -3.87e+01  1.93e+05  1.93e+05  1.10e+00  2.79e+43  2.79e+43  2.79e+43  2.95e+07  8.89e+04  2.90e+07  1.56e-01  0.00e+00  0.00e+00 
1.064e+14   49      0        0  2.21e+08  0.00e+00  0.00e+00  5.08e+41  3.34e-12  1.71e+12  1.89e+05  1.90e+05  8.69e+01 -1.99e+02  1.94e+05  1.94e+05  1.05e+00  2.76e+43  2.76e+43  2.76e+43  3.02e+07  9.14e+04  2.96e+07  5.22e-01  0.00e+00  0.00e+00 
1.099e+14   50      0        0  2.12e+08  0.00e+00  0.00e+00  5.59e+41  3.13e-12  1.60e+12  1.90e+05  1.90e+05 -2.95e+01  2.61e+02  1.94e+05  1.94e+05  1.00e+00  2.74e+43  2.74e+43  2.74e+43  3.09e+07  9.39e+04  3.03e+07  3.32e-01  0.00e+00  0.00e+00 
1.134e+14   51      0        0  2.03e+08  0.00e+00  0.00e+00  6.15e+41  2.94e-12  1.50e+12  1.90e+05  1.90e+05 -1.58e+01  1.28e+02  1.95e+05  1.95e+05  9.56e-01  2.72e+43  2.72e+43  2.72e+43  3.16e+07  9.63e+04  3.10e+07  2.11e-01  0.00e+00  0.00e+00 
1.171e+14   52      0        0  1.90e+08  0.00e+00  0.00e+00  6.77e+41  2.77e-12  1.42e+12  1.90e+05  1.90e+05  8.72e+01  6.89e+01  1.95e+05  1.95e+05  9.12e-01  2.72e+43  2.72e+43  2.72e+43  3.22e+07  9.84e+04  3.16e+07  2.32e-01  0.00e+00  0.00e+00 
1.209e+14   53      0        0  1.76e+08  0.00e+00  0.00e+00  7.45e+41  2.61e-12  1.34e+12  1.90e+05  1.90e+05  1.31e+02  2.07e+02  1.96e+05  1.96e+05  8.64e-01  2.72e+43  2.72e+43  2.72e+43  3.28e+07  9.98e+04  3.22e+07  3.32e-01  0.00e+00  0.00e+00 
1.248e+14   54      0        0  1.62e+08  0.00e+00  0.00e+00  8.20e+41  2.47e-12  1.27e+12  1.90e+05  1.90e+05  5.72e+01  1.65e+02  1.96e+05  1.97e+05  8.26e-01  2.72e+43  2.72e+43  2.72e+43  3.35e+07  1.01e+05  3.28e+07  5.22e-01  0.00e+00  0.00e+00 
1.289e+14   55      0        0  1.50e+08  0.00e+00  0.00e+00  9.02e+41  2.34e-12  1.20e+12  1.90e+05  1.90e+05  2.32e+02 -2.99e+01  1.97e+05  1.97e+05  7.86e-01  2.72e+43  2.72e+43  2.72e+43  3.40e+07  1.02e+05  3.34e+07  3.32e-01  0.00e+00  0.00e+00 
1.331e+14   56      0        0  1.37e+08  0.00e+00  0.00e+00  9.93e+41  2.23e-12  1.14e+12  1.90e+05  1.90e+05  1.13e+02  1.74e+01  1.97e+05  1.97e+05  7.47e-01  2.72e+43  2.72e+43  2.72e+43  3.45e+07  1.03e+05  3.38e+07  6.78e-01  0.00e+00  0.00e+00 
1.374e+14   57      0        0  1.22e+08  0.00e+00  0.00e+00  1.09e+42  2.11e-12  1.08e+12  1.90e+05  1.90e+05  1.66e+02  9.91e+01  1.98e+05  1.98e+05  7.09e-01  2.70e+43  2.70e+43  2.70e+43  3.49e+07  1.03e+05  3.43e+07  8.00e-01  0.00e+00  0.00e+00 
1.419e+14   58      0        0  1.11e+08  0.00e+00  0.00e+00  1.20e+42  2.00e-12  1.03e+12  1.89e+05  1.90e+05  1.23e+02  7.89e+01  1.98e+05  1.98e+05  6.73e-01  2.69e+43  2.69e+43  2.69e+43  3.53e+07  1.04e+05  3.46e+07  7.45e-01  0.00e+00  0.00e+00 
1.465e+14   59      0        0  1.00e+08  0.00e+00  0.00e+00  1.32e+42  1.91e-12  9.79e+11  1.89e+05  1.89e+05  3.45e+01  3.48e+01  1.98e+05  1.98e+05  6.38e-01  2.68e+43  2.68e+43  2.68e+43  3.57e+07  1.03e+05  3.49e+07  8.00e-01  0.00e+00  0.00e+00 
1.512e+14   60      0        0  9.10e+07  0.00e+00  0.00e+00  1.46e+42  1.82e-12  9.34e+11  1.89e+05  1.89e+05  5.75e+01  1.96e+02  1.98e+05  1.98e+05  6.05e-01  2.66e+43  2.66e+43  2.66e+43  3.59e+07  1.03e+05  3.52e+07  5.52e-01  0.00e+00  0.00e+00 
1.561e+14   61      0        0  8.02e+07  0.00e+00  0.00e+00  1.60e+42  1.75e-12  8.95e+11  1.88e+05  1.88e+05 -1.36e+02  4.09e+02  1.98e+05  1.98e+05  5.73e-01  2.65e+43  2.65e+43  2.65e+43  3.61e+07  1.01e+05  3.54e+07  4.31e-01  0.00e+00  0.00e+00 
1.612e+14   62      0        0  7.25e+07  0.00e+00  0.00e+00  1.77e+42  1.67e-12  8.57e+11  1.88e+05  1.88e+05  1.76e+01 -6.33e+01  1.98e+05  1.98e+05  5.44e-01  2.63e+43  2.63e+43  2.64e+43  3.63e+07  1.00e+05  3.55e+07  2.11e-01  0.00e+00  0.00e+00 
1.664e+14   63      0        0  6.47e+07  0.00e+00  0.00e+00  1.94e+42  1.60e-12  8.21e+11  1.87e+05  1.87e+05  2.41e+01  3.80e+01  1.97e+05  1.97e+05  5.16e-01  2.62e+43  2.62e+43  2.62e+43  3.64e+07  9.87e+04  3.57e+07  5.52e-01  0.00e+00  0.00e+00 
1.718e+14   64      0        0  5.85e+07  0.00e+00  0.00e+00  2.14e+42  1.54e-12  7.87e+11  1.86e+05  1.86e+05 -2.06e+02 -4.77e+00  1.97e+05  1.97e+05  4.88e-01  2.60e+43  2.60e+43  2.60e+43  3.65e+07  9.71e+04  3.57e+07  6.16e-01  0.00e+00  0.00e+00 
1.774e+14   65      0        0  5.09e+07  0.00e+00  0.00e+00  2.35e+42  1.48e-12  7.60e+11  1.85e+05  1.86e+05 -8.98e+01 -4.46e+01  1.97e+05  1.97e+05  4.61e-01  2.59e+43  2.59e+43  2.59e+43  3.65e+07  9.45e+04  3.57e+07  6.16e-01  0.00e+00  0.00e+00 
1.832e+14   66      0        0  4.50e+07  0.00e+00  0.00e+00  2.59e+42  1.43e-12  7.31e+11  1.85e+05  1.85e+05  5.25e+01 -4.73e+01  1.97e+05  1.96e+05  4.34e-01  2.58e+43  2.58e+43  2.57e+43  3.65e+07  9.23e+04  3.57e+07  5.74e-01  0.00e+00  0.00e+00 
1.891e+14   67      0        0  3.95e+07  0.00e+00  0.00e+00  2.85e+42  1.38e-12  7.06e+11  1.84e+05  1.84e+05 -3.40e+02  2.13e+02  1.96e+05  1.96e+05  4.11e-01  2.56e+43  2.56e+43  2.56e+43  3.64e+07  8.98e+04  3.56e+07  8.00e-01  0.00e+00  0.00e+00 
1.953e+14   68      0        0  3.53e+07  0.00e+00  0.00e+00  3.14e+42  1.33e-12  6.82e+11  1.83e+05  1.83e+05  1.74e+01  6.22e+01  1.96e+05  1.95e+05  3.90e-01  2.55e+43  2.55e+43  2.55e+43  3.63e+07  8.72e+04  3.55e+07  2.32e-01  0.00e+00  0.00e+00 
2.016e+14   69      0        0  2.98e+07  0.00e+00  0.00e+00  3.45e+42  1.29e-12  6.62e+11  1.82e+05  1.82e+05 -8.41e+01  2.09e+02  1.95e+05  1.95e+05  3.68e-01  2.53e+43  2.53e+43  2.53e+43  3.61e+07  8.41e+04  3.53e+07  3.92e-01  0.00e+00  0.00e+00 
2.082e+14   70      0        0  2.52e+07  0.00e+00  0.00e+00  3.80e+42  1.26e-12  6.43e+11  1.80e+05  1.81e+05 -1.40e+02  2.34e+02  1.94e+05  1.94e+05  3.48e-01  2.52e+43  2.52e+43  2.52e+43  3.58e+07  8.07e+04  3.50e+07  2.11e-01  0.00e+00  0.00e+00 
2.149e+14   71      0        0  2.13e+07  0.00e+00  0.00e+00  4.18e+42  1.22e-12  6.24e+11  1.79e+05  1.79e+05 -3.48e+01  1.85e+02  1.94e+05  1.93e+05  3.28e-01  2.50e+43  2.50e+43  2.50e+43  3.55e+07  7.74e+04  3.47e+07  1.34e-01  0.00e+00  0.00e+00 
2.219e+14   72      0        0  1.91e+07  0.00e+00  0.00e+00  4.60e+42  1.18e-12  6.05e+11  1.78e+05  1.78e+05 -1.01e+02  1.12e+02  1.93e+05  1.93e+05  3.09e-01  2.47e+43  2.47e+43  2.47e+43  3.52e+07  7.44e+04  3.43e+07  3.32e-01  0.00e+00  0.00e+00 
2.291e+14   73      0        0  1.58e+07  0.00e+00  0.00e+00  5.07e+42  1.15e-12  5.87e+11  1.76e+05  1.76e+05  2.25e+01  1.21e+02  1.92e+05  1.92e+05  2.92e-01  2.43e+43  2.43e+43  2.43e+43  3.47e+07  7.13e+04  3.38e+07  5.52e-01  0.00e+00  0.00e+00 
2.365e+14   74      0        0  1.23e+07  0.00e+00  0.00e+00  5.58e+42  1.11e-12  5.69e+11  1.75e+05  1.74e+05 -2.07e+02 -7.82e+01  1.91e+05  1.91e+05  2.75e-01  2.40e+43  2.40e+43  2.39e+43  3.42e+07  6.81e+04  3.33e+07  4.74e-01  0.00e+00  0.00e+00 
2.442e+14   75      0        0  9.93e+06  0.00e+00  0.00e+00  6.14e+42  1.08e-12  5.52e+11  1.73e+05  1.73e+05 -3.73e+02  6.68e+01  1.90e+05  1.90e+05  2.58e-01  2.35e+43  2.35e+43  2.35e+43  3.36e+07  6.49e+04  3.27e+07  7.45e-01  0.00e+00  0.00e+00 
2.521e+14   76      0        0  8.41e+06  0.00e+00  0.00e+00  6.76e+42  1.05e-12  5.37e+11  1.71e+05  1.71e+05 -3.85e+02  2.66e+02  1.89e+05  1.88e+05  2.43e-01  2.31e+43  2.31e+43  2.31e+43  3.30e+07  6.15e+04  3.21e+07  6.78e-01  0.00e+00  0.00e+00 
2.603e+14   77      0        0  7.32e+06  0.00e+00  0.00e+00  7.43e+42  1.02e-12  5.23e+11  1.69e+05  1.69e+05 -3.71e+02  1.81e+02  1.88e+05  1.87e+05  2.28e-01  2.26e+43  2.26e+43  2.25e+43  3.23e+07  5.80e+04  3.13e+07  4.31e-01  0.00e+00  0.00e+00 
2.688e+14   78      0        0  5.44e+06  0.00e+00  0.00e+00  8.18e+42  9.91e-13  5.07e+11  1.67e+05  1.67e+05  1.56e+02 -2.16e+02  1.86e+05  1.86e+05  2.14e-01  2.19e+43  2.19e+43  2.20e+43  3.15e+07  5.48e+04  3.05e+07  5.60e-01  0.00e+00  0.00e+00 
2.775e+14   79      0        0  4.86e+06  0.00e+00  0.00e+00  9.01e+42  9.61e-13  4.92e+11  1.64e+05  1.64e+05  2.24e+01 -1.35e+02  1.85e+05  1.85e+05  2.00e-01  2.13e+43  2.13e+43  2.13e+43  3.07e+07  5.16e+04  2.97e+07  2.23e-01  0.00e+00  0.00e+00 
2.865e+14   80      0        0  4.51e+06  0.00e+00  0.00e+00  9.91e+42  9.40e-13  4.81e+11  1.61e+05  1.61e+05  1.31e+02 -5.81e+00  1.83e+05  1.83e+05  1.88e-01  2.07e+43  2.07e+43  2.06e+43  2.97e+07  4.81e+04  2.87e+07  3.51e-01  0.00e+00  0.00e+00 
